cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,Assertion Roulette,Eager Test,Conditional Test Logic,Verbose Test
14,88,1,46,690,0.0,0.0,45,7,31,13,0,1,32,0,0,0,12,8,0,12,0,0,9,0,14,251,51,3,20,1,5,15,2,30,6,37,3,0,3,7,298,1,1,0,0,1,0
1,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,1025,0,1,1,1,0
8,23,2,16,181,0.0,0.0,23,6,22,0,0,1,23,0,0,0,1,0,0,1,0,0,1,0,3,84,21,0,0,0,0,1,0,2,0,1,0,0,0,0,48,1,0,0,0,1,0
3,17,1,9,0,0.0,0.0,9,1,0,2,0,7,7,0,0,0,5,0,0,5,0,0,0,0,5,81,8,1,4,1,8,3,18,27,13,14,4,0,1,0,83,16,0,1,0,1,1
8,10,3,9,25,0.0,0.0,10,0,2,0,2,6,10,0,0,0,1,1,0,1,0,0,1,0,1,65,6,0,0,0,0,0,0,2,0,2,0,0,1,0,48,1025,0,1,1,0,0
0,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,17,0,0,0,0,0,1,0,0,0,15,0,0,1,0,8,0,0,1,1,1,1
2,0,3,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,15,0,0,0,0,1,0,0,1,1,1,1
4,1,2,2,0,,,1,0,0,0,1,0,1,0,0,0,2,1,0,1,1,0,1,0,1,7,1,0,0,0,0,3,0,1,0,2,0,0,0,0,12,0,0,1,1,1,1
6,42,5,11,253,0.0,0.0,23,0,18,1,0,4,22,0,0,0,1,0,0,0,1,0,0,0,0,119,15,4,16,0,6,3,1,26,0,30,4,0,0,0,184,0,0,1,1,1,1
4,1,4,2,0,,,1,0,0,0,1,0,1,0,0,0,2,1,0,1,1,0,1,0,1,7,0,0,0,0,0,2,0,1,0,2,0,0,0,0,6,0,0,1,1,1,1
19,29,1,29,135,0.0,0.0,19,4,2,5,0,12,14,0,1,3,9,2,4,5,0,0,7,0,4,143,17,0,5,1,0,2,3,17,4,16,2,0,1,3,181,1,0,1,0,1,0
8,12,5,16,0,0.0,0.0,6,0,3,1,1,1,5,0,0,0,7,0,0,7,0,0,5,0,1,49,2,0,4,0,1,1,3,14,4,11,1,0,0,0,143,1,0,1,1,0,1
20,91,1,53,0,0.0,0.0,48,4,43,3,0,2,45,0,0,0,21,2,19,2,0,0,21,0,33,230,53,0,29,0,3,15,11,31,11,28,1,0,1,0,141,1,0,1,1,0,0
13,40,2,37,95,0.0,0.0,19,1,0,11,0,8,8,0,0,0,14,6,0,14,0,0,10,0,6,246,23,2,9,4,0,4,1,21,1,24,3,0,6,6,292,0,0,1,0,0,1
34,44,2,68,195,0.0,0.0,22,1,14,3,0,5,19,0,0,0,17,8,10,4,0,3,14,0,18,159,12,3,8,1,0,5,7,34,2,35,3,0,2,11,547,17,4,1,1,1,1
4,8,1,4,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,3,1,0,0,0,3,3,0,0,54,3,2,2,0,0,0,4,6,0,6,2,1,0,0,72,17,0,1,1,1,1
17,22,5,38,26,0.0,0.0,9,0,5,1,1,2,8,0,0,0,4,1,0,2,0,2,4,0,7,116,8,2,7,3,0,5,15,29,9,25,4,0,3,2,185,1,2,1,1,1,1
4,8,3,10,0,0.0,0.0,5,1,1,1,1,2,4,0,0,0,1,0,0,1,0,0,1,0,0,34,2,1,0,0,0,0,1,9,0,4,1,0,0,0,77,0,0,1,1,0,0
14,21,1,47,0,0.0,0.0,4,1,2,1,0,1,3,0,0,0,3,1,0,3,0,0,3,0,14,122,4,5,1,0,1,5,6,24,5,24,3,0,2,2,120,1,5,1,0,1,0
6,3,2,1,3,0.0,0.0,3,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,1,0,1,0,0,0,0,26,1,0,1,0,0,0
27,44,1,65,34,0.0,0.0,20,19,14,4,0,2,16,0,0,0,5,5,1,4,0,0,4,0,57,169,5,4,12,0,0,17,2,33,0,31,2,0,1,3,180,1,10,1,1,1,1
4,17,1,20,1,0.0,0.0,14,4,13,1,0,0,13,0,0,0,1,0,0,1,0,0,1,0,8,67,13,0,2,0,2,2,0,2,0,3,1,0,1,2,49,17,0,1,0,0,0
50,112,1,187,2089,0.0,0.0,75,1,38,33,0,4,42,0,0,7,7,1,1,6,0,0,5,0,64,397,34,0,24,1,1,9,0,38,0,86,1,0,1,49,282,17,0,1,1,0,1
50,112,1,187,2089,0.0,0.0,75,1,38,33,0,4,42,0,0,7,7,1,1,6,0,0,5,0,64,397,34,0,24,1,1,9,0,38,0,86,1,0,1,49,282,17,0,0,0,1,0
85,155,4,331,2245,0.0,0.0,74,73,3,55,0,16,19,0,0,0,26,26,11,15,0,0,26,0,210,535,49,41,6,8,3,294,6,163,16,198,5,0,1,37,370,17,4,1,0,1,0
12,42,1,51,0,0.0,0.0,17,5,15,2,0,0,15,0,0,0,8,4,5,3,0,0,8,0,10,132,16,0,9,2,1,34,0,17,6,18,2,0,2,2,120,17,1,1,0,0,0
7,25,2,29,35,0.0,0.0,10,3,9,1,0,0,9,0,0,0,5,5,1,4,0,0,5,0,11,81,11,4,4,2,0,14,7,8,0,8,2,2,0,0,69,1,0,1,1,1,1
6,21,2,29,34,0.0,0.0,9,4,8,1,0,0,8,0,0,0,7,7,1,6,0,0,7,0,20,57,10,0,3,2,1,8,8,11,5,10,2,0,0,0,71,1,0,0,1,1,0
7,11,2,15,10,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,1,1,0,0,0,1,0,2,29,6,0,3,0,0,2,5,7,2,7,1,0,0,0,28,1,0,1,0,0,0
6,37,2,25,28,0.0,0.0,8,2,6,2,0,0,6,0,0,0,2,2,2,0,0,0,2,0,14,114,8,1,5,2,7,16,51,42,17,22,4,0,0,0,67,1,0,0,1,0,1
21,28,6,35,0,0.0,0.0,8,0,8,0,0,0,9,0,0,3,23,22,16,5,1,1,22,0,6,248,5,1,10,3,0,30,7,45,0,35,3,0,3,0,164,1,5,1,1,1,1
11,34,3,33,115,0.0,0.0,23,1,15,1,5,2,22,0,0,0,7,0,0,5,2,0,2,0,3,129,11,1,6,2,3,2,11,18,4,9,1,0,1,0,137,1,0,1,1,1,1
6,20,1,15,4,0.0,0.0,9,0,1,4,0,4,5,0,0,2,6,1,0,5,0,1,4,0,2,62,5,1,6,2,0,2,2,14,1,11,2,0,1,0,74,16,0,1,0,1,0
5,14,1,18,0,0.0,0.0,8,3,3,1,0,4,7,0,0,0,5,2,1,0,0,4,5,0,7,90,7,1,0,1,0,1,0,8,1,7,3,0,1,0,122,17,0,1,1,1,1
17,47,1,70,177,0.0,0.0,26,11,7,3,0,16,23,0,0,0,14,7,0,3,0,11,14,0,38,231,28,0,6,4,3,22,10,50,1,38,3,0,1,0,179,16,4,1,0,0,0
14,14,4,14,6,0.0,0.0,9,3,4,1,1,3,8,0,0,0,6,2,0,6,0,0,6,0,5,175,7,1,1,1,0,1,3,10,1,8,2,0,4,0,102,0,0,0,0,0,0
7,3,1,0,0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,4,1,1,0,0,3,4,0,0,85,0,0,1,0,0,0,0,7,0,4,0,0,2,0,58,17,0,1,1,0,1
11,20,1,34,0,0.0,0.0,12,1,0,1,0,11,11,0,0,0,4,1,0,4,0,0,4,0,11,68,6,2,3,2,0,3,1,9,0,11,2,0,0,2,84,16,2,1,1,0,0
30,31,1,66,70,0.0,0.0,20,1,15,2,0,3,18,0,0,2,14,5,3,8,0,3,11,0,18,155,6,0,5,3,0,7,5,35,3,35,2,0,0,2,283,17,2,1,0,0,0
7,25,1,19,35,0.0,0.0,14,1,0,4,0,10,10,0,0,0,6,2,0,4,0,2,6,0,4,126,14,1,5,1,0,2,6,15,5,15,2,1,1,1,129,16,0,1,0,1,1
3,7,1,12,0,0.0,0.0,6,0,1,1,0,4,5,0,0,0,2,1,0,2,0,0,2,0,2,29,2,1,0,0,0,0,1,4,0,11,1,0,0,4,39,1,0,1,1,1,0
15,97,1,84,1483,0.0,0.0,55,54,51,4,0,0,51,0,0,0,5,5,2,3,0,0,5,0,59,355,48,16,10,7,4,11,45,74,14,63,3,1,0,0,146,1025,0,1,1,1,0
18,30,3,25,48,0.0,0.0,13,2,10,0,1,2,13,0,0,0,9,3,1,5,3,0,4,0,12,258,9,0,10,2,1,5,0,24,0,19,4,0,6,0,108,1025,0,1,0,1,0
13,12,1,19,18,0.0,0.0,8,8,8,0,0,0,8,0,0,0,4,4,0,4,0,0,4,0,8,118,6,3,0,0,0,2,0,9,0,8,2,1,2,0,78,1,2,1,1,0,1
13,6,3,14,0,0.0,0.0,4,0,2,0,2,0,4,0,0,0,3,1,1,2,0,0,3,0,4,61,4,0,0,1,0,3,0,7,1,7,2,1,0,1,25,1,0,1,1,0,0
19,26,6,11,1,0.0,0.0,7,4,4,3,0,0,4,0,0,0,3,2,2,1,0,0,3,0,1,341,11,0,3,0,3,3,1,17,1,11,3,1,1,0,67,1,1,1,0,0,0
3,2,3,0,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,1,2,0,0,0,2,0,0,23,1,0,0,0,0,1,0,2,1,2,0,1,0,0,13,1,0,1,1,0,0
16,15,3,24,11,0.0,0.0,6,4,4,2,0,0,4,0,0,0,3,3,0,3,0,0,2,0,5,133,6,0,4,3,0,14,0,21,4,19,3,1,2,0,94,1,2,1,0,0,0
53,664,1,138,0,0.0,0.0,410,410,393,12,0,5,399,0,0,0,36,36,1,34,0,1,6,0,183,1854,273,6,99,18,28,225,138,251,109,71,4,0,1,2,820,1,33,1,1,1,1
5,69,2,24,0,0.0,0.0,32,0,30,2,0,0,30,0,0,0,17,1,9,1,6,1,10,0,14,314,31,0,31,0,11,9,29,67,13,21,2,0,2,1,184,1,0,1,0,1,0
18,37,2,31,46,0.0,0.0,12,0,9,3,0,0,9,0,3,0,2,0,0,1,1,0,2,0,5,89,14,7,1,0,0,2,6,15,3,12,2,0,0,0,97,16,0,1,1,0,1
8,31,1,34,112,0.0,0.0,16,10,4,11,0,1,5,0,1,0,4,2,0,4,0,0,4,0,23,81,12,2,4,0,4,5,13,24,7,21,2,0,0,0,164,17,0,1,1,0,0
6,14,1,25,0,0.0,0.0,10,2,5,1,4,0,9,0,0,0,2,0,0,2,0,0,2,0,3,44,11,1,2,0,1,8,0,4,1,7,1,0,0,3,71,1,0,0,1,0,1
13,14,21,39,28,0.0,0.0,8,7,3,5,0,0,3,0,0,0,1,1,0,1,0,0,1,0,42,132,8,1,3,0,0,3,0,3,1,8,1,0,5,5,74,17,0,0,0,0,1
6,5,1,6,10,0.0,0.0,5,5,5,0,0,0,5,0,4,0,5,5,5,0,0,0,4,0,12,89,5,0,0,0,0,12,0,5,0,5,0,8,0,0,40,1025,0,1,0,0,0
19,26,15,15,45,0.0,0.0,10,9,5,5,0,0,5,0,0,0,1,1,1,0,0,0,1,0,11,185,19,4,3,0,0,1,9,7,0,7,3,0,5,0,116,17,0,0,0,0,1
2,60,1,40,70,0.0,0.0,16,9,8,8,0,0,8,0,0,0,14,11,0,14,0,0,14,0,43,267,29,1,13,0,4,35,44,34,6,29,2,0,1,0,159,17,0,1,1,0,0
7,22,2,19,10,0.0,0.0,13,1,9,0,0,4,13,0,0,0,3,0,0,3,0,0,3,0,3,63,15,2,4,0,1,4,3,8,1,8,2,0,0,0,161,1,0,0,0,1,1
5,36,4,8,139,0.0,0.0,34,28,33,0,1,0,35,1,0,0,2,1,0,1,1,0,2,0,4,247,32,0,1,0,0,0,0,2,0,2,1,0,4,0,192,1025,0,1,0,1,0
12,17,6,24,4,0.0,0.0,4,4,4,0,0,0,4,0,0,0,2,2,2,0,0,0,2,0,4,168,3,2,2,3,0,8,2,6,2,6,4,0,9,0,75,1,0,1,0,1,1
8,8,1,2,4,0.0,0.0,5,0,4,0,1,0,5,1,0,0,2,0,1,0,1,0,2,0,0,257,1,0,3,0,0,0,0,2,0,2,1,0,11,0,149,1025,0,1,0,1,1
14,34,1,23,0,0.0,0.0,12,0,12,0,0,0,12,0,0,0,4,3,1,3,0,0,4,0,9,129,2,8,4,8,0,9,1,9,1,10,4,0,1,1,47,1,8,1,1,0,1
3,26,1,16,25,0.0,0.0,11,1,9,0,2,0,11,0,0,0,3,2,0,1,2,0,3,0,11,72,12,1,8,2,3,9,0,9,0,9,2,0,0,0,52,1,1,1,1,0,0
14,21,3,27,1,0.0,0.0,7,0,7,0,0,0,7,0,0,0,3,0,0,2,0,1,3,0,7,48,4,1,3,0,0,6,0,5,1,5,3,0,0,0,54,1,0,1,0,0,0
72,119,5,157,548,0.0,0.0,48,3,28,18,0,2,30,0,0,0,13,3,4,9,0,0,13,0,42,619,61,8,22,6,9,8,8,87,1,83,4,0,6,0,415,1,2,1,0,0,0
43,41,6,90,492,0.0,0.0,32,19,23,6,3,0,26,3,7,0,7,6,0,6,0,1,6,0,35,307,33,0,3,2,0,20,5,35,2,49,1,5,2,21,181,1025,0,1,0,1,1
16,19,3,28,3,0.0,0.0,7,0,6,1,0,0,6,0,0,0,4,0,0,3,0,1,4,0,10,51,4,0,1,1,0,3,0,4,0,4,2,0,0,0,74,1,0,1,0,0,0
3,5,1,3,0,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,1,0,3,1,0,1,0,1,0,0,0,56,1025,0,1,0,1,1
16,16,13,23,45,0.0,0.0,10,9,6,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,300,12,0,2,0,3,7,2,3,2,4,1,0,11,1,71,1025,0,1,1,1,1
16,11,10,20,15,0.0,0.0,6,5,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,210,5,1,1,1,0,7,1,6,1,7,2,0,7,1,60,1025,0,0,0,1,1
9,31,1,30,0,0.0,0.0,18,5,16,2,0,0,16,0,2,0,9,5,2,7,0,0,9,0,19,113,20,1,5,0,2,4,9,29,5,20,1,0,1,0,121,1,0,1,1,1,0
1,1,1,3,0,,,1,1,1,0,0,0,1,0,0,0,2,2,0,0,0,2,2,0,0,7,1,0,0,0,0,57,0,2,0,2,0,0,0,0,6,17,0,0,0,1,0
21,31,1,42,71,0.0,0.0,14,1,10,3,0,1,12,0,0,0,7,3,2,5,0,0,4,0,12,127,12,8,3,2,3,5,13,32,6,27,3,1,0,0,172,1,2,1,1,1,1
23,29,1,53,41,0.0,0.0,11,2,8,3,0,0,8,0,0,0,2,2,0,2,0,0,2,0,20,137,4,5,1,4,3,6,13,42,12,38,2,0,0,2,123,1,5,1,1,1,0
12,48,1,47,142,0.0,0.0,25,6,22,3,0,0,22,0,0,0,11,4,7,4,0,0,10,0,29,159,21,1,11,3,1,15,9,37,5,34,2,0,0,1,201,1,0,1,1,1,0
28,117,3,133,325,0.0,0.0,31,4,5,23,0,3,8,1,1,0,11,3,0,6,5,0,10,0,39,430,72,6,50,3,3,37,8,89,5,80,4,0,3,6,192,1025,3,1,1,1,1
12,29,3,15,99,0.0,0.0,22,0,16,3,0,3,19,0,0,0,10,2,1,9,0,0,10,0,3,174,19,1,3,0,7,0,23,32,18,20,2,0,1,0,158,1,0,1,1,1,1
1,6,1,4,11,0.0,0.0,6,0,6,0,0,0,6,0,0,0,4,0,0,4,0,0,2,0,0,36,4,0,0,2,2,0,4,8,2,6,1,0,0,0,19,1,0,1,1,0,0
90,264,2,211,7790,0.0,0.0,141,25,129,7,4,1,134,8,3,0,28,9,11,7,10,0,24,0,66,1109,125,13,44,18,13,38,54,145,28,125,3,3,10,7,835,1025,21,1,1,1,1
23,28,2,38,82,0.0,0.0,16,1,13,3,0,0,13,0,0,0,6,3,0,6,0,0,5,0,9,92,9,6,1,2,0,4,8,14,3,11,2,0,0,0,98,1,2,0,0,0,0
30,44,3,55,376,0.0,0.0,33,9,27,2,4,0,31,8,5,0,10,0,0,0,10,0,6,0,18,155,18,4,3,1,0,0,5,21,0,16,2,0,2,0,163,1025,0,1,1,1,1
5,12,1,11,0,0.0,0.0,7,1,7,0,0,0,7,0,0,0,3,1,0,3,0,0,3,0,3,34,8,0,5,0,0,2,3,7,2,7,1,0,0,0,56,17,0,1,1,0,0
16,59,2,60,7,0.0,0.0,19,4,12,3,3,1,16,0,0,0,13,1,1,12,0,0,7,0,6,196,14,7,16,1,1,2,11,35,3,26,4,0,1,0,259,1,0,1,1,1,1
20,33,2,54,0,0.0,0.0,7,1,4,2,0,1,5,0,0,0,8,3,0,6,0,2,7,0,25,203,5,9,3,1,8,15,17,67,31,51,2,1,2,2,192,1,12,1,0,1,1
20,22,1,46,27,0.0,0.0,11,1,9,2,0,0,10,0,0,0,5,1,1,4,0,0,5,0,16,176,10,5,4,1,0,1,3,25,0,26,3,0,1,1,237,1,0,1,1,1,1
11,28,2,17,43,0.0,0.0,15,3,9,6,0,0,9,0,0,0,4,2,1,2,0,1,2,0,2,184,9,2,5,0,0,7,15,20,4,11,3,0,3,0,140,1,1,1,1,1,1
4,13,4,8,41,0.0,0.0,11,0,10,1,0,0,10,0,0,0,2,0,0,2,0,0,2,0,1,40,7,0,0,0,1,1,2,2,3,2,1,0,0,0,53,1,0,1,1,1,0
17,156,2,131,1764,0.0,0.0,64,63,61,3,0,0,62,0,0,0,14,14,5,9,0,0,11,0,106,575,34,11,9,26,0,63,15,67,28,57,3,2,1,3,404,17,21,1,1,0,1
9,118,3,55,246,0.0,0.0,37,0,29,8,0,0,29,0,0,2,14,0,0,11,3,0,5,0,9,327,34,1,18,3,5,6,71,89,22,35,4,0,1,0,170,1,0,1,1,1,1
7,73,1,42,0,0.0,0.0,31,2,22,5,4,0,27,0,0,0,6,4,1,3,2,0,5,0,13,238,25,1,15,1,79,6,135,19,134,12,3,0,0,0,104,1,0,1,1,1,0
7,2,1,3,0,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,1,0,1,0,3,0,3,1,0,0,0,19,17,0,1,0,0,1
4,15,5,19,19,0.0,0.0,14,2,9,4,1,0,10,0,0,0,1,0,0,1,0,0,0,0,8,57,8,0,1,0,1,1,1,7,4,5,1,0,0,0,36,1,0,0,0,0,0
21,31,7,52,19,0.0,0.0,11,0,7,2,2,0,9,0,0,1,11,0,0,11,0,0,7,0,7,201,6,0,5,7,1,1,12,32,7,19,3,0,2,0,132,1,0,1,1,1,1
7,23,1,19,77,0.0,0.0,14,4,11,3,0,0,11,0,0,0,9,7,4,5,0,0,9,0,7,72,13,0,3,2,1,6,1,12,1,13,1,0,0,1,102,1,1,1,1,0,0
26,31,3,47,26,0.0,0.0,9,1,9,0,0,0,9,0,0,0,7,4,1,4,2,0,5,0,13,228,6,4,10,1,1,9,5,32,2,26,6,4,3,0,108,1,4,0,0,0,0
18,47,1,46,99,0.0,0.0,26,6,23,0,3,0,27,4,0,0,6,3,2,2,2,0,6,0,16,174,22,0,15,2,0,7,1,24,0,22,3,1,1,0,151,1025,10,0,1,0,0
17,38,1,52,39,0.0,0.0,10,0,4,6,0,0,4,0,0,1,4,1,1,3,0,0,3,0,9,108,12,9,9,1,0,6,2,23,0,20,3,0,0,0,161,1,0,1,0,1,1
14,55,1,78,65,0.0,0.0,14,14,8,1,0,5,14,0,0,1,8,8,2,5,0,1,5,0,38,270,13,1,17,8,1,33,2,45,2,38,5,0,4,1,250,17,10,0,0,0,0
9,16,1,26,4,0.0,0.0,5,0,3,1,0,1,4,0,0,0,6,1,0,6,0,0,6,0,4,75,6,0,3,3,0,9,2,13,1,17,3,0,1,2,95,1,4,1,1,0,0
4,8,1,14,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,8,5,0,4,0,4,8,0,4,36,1,0,2,2,0,9,0,13,0,11,2,0,0,0,52,1,1,1,0,0,0
8,13,1,28,26,0.0,0.0,8,8,7,1,0,0,7,0,0,0,3,3,2,1,0,0,3,0,11,153,8,0,0,2,7,7,22,23,8,16,1,1,3,0,162,1,0,1,1,0,0
7,14,1,19,8,0.0,0.0,5,3,1,2,0,2,3,0,0,0,8,2,0,8,0,0,7,0,6,71,5,2,0,0,1,3,0,19,0,17,3,0,1,0,108,1,1,1,0,0,0
11,9,2,15,0,0.0,0.0,4,0,4,0,0,0,4,0,0,1,5,4,3,2,0,0,4,0,2,54,2,0,4,1,0,4,1,8,0,7,2,0,1,0,46,1,2,1,0,0,1
10,45,7,34,251,0.0,0.0,23,8,14,1,8,0,22,0,0,0,2,2,1,0,1,0,2,0,19,179,13,0,6,1,6,2,3,7,0,5,2,1,4,0,224,1,2,1,1,1,0
5,6,4,6,9,0.0,0.0,6,0,6,0,0,0,6,0,0,0,2,2,1,1,0,0,2,0,1,53,2,0,0,0,0,0,1,2,0,2,0,1,1,0,83,1,0,0,0,0,1
13,50,2,38,233,0.0,0.0,26,5,14,5,2,5,21,0,0,3,12,1,2,7,1,2,11,0,16,174,24,5,6,1,9,6,25,32,15,30,3,0,1,1,127,1,1,1,0,1,1
3,12,1,12,5,0.0,0.0,6,0,4,0,0,2,6,0,0,0,3,0,0,3,0,0,2,0,1,35,5,0,3,0,0,0,5,8,2,7,2,0,0,0,45,17,0,1,1,0,1
17,45,1,44,83,0.0,0.0,18,1,17,1,0,0,17,0,0,6,5,2,0,5,0,0,2,0,9,135,13,6,13,0,4,4,0,33,0,23,3,0,1,2,92,17,3,1,1,0,1
17,32,1,43,78,0.0,0.0,13,12,7,6,0,0,8,0,0,0,32,32,19,13,0,0,32,0,11,246,22,8,1,4,1,6,73,78,25,83,2,0,5,15,177,17,0,1,0,0,0
6,14,4,9,3,0.0,0.0,6,2,4,0,2,0,6,0,0,0,2,0,0,2,0,0,1,0,0,50,4,3,3,0,0,0,9,6,2,5,2,1,1,0,25,1,0,1,1,0,0
10,19,1,12,66,0.0,0.0,12,11,11,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,55,14,2,2,1,0,0,0,0,0,12,3,0,0,8,94,1,0,1,1,0,0
