App,TestFileName,ProductionFileName,LOC,numberMethods,Assertion Roulette,Eager Test,Mystery Guest,Sleepy Test,Unknown Test,Redundant Assertion,Dependent Test,Magic Number Test,Conditional Test Logic,EmptyTest,General Fixture,IgnoredTest,Sensitive Equality,Verbose Test,Default Test,Resource Optimism,Duplicate Assert,Exception Catching Throwing,Constructor Initialization,Print Statement,Lazy Test
mybatis-3,DaoTest,/home/luana-martins/.jnose_projects/mybatis-3/src/test/java/org/apache/ibatis/submitted/emptycollection/Dao.java,94,9,2,0,0,0,2,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0
mybatis-3,CriterionTest,/home/luana-martins/.jnose_projects/mybatis-3/src/test/java/org/apache/ibatis/submitted/criterion/Criterion.java,61,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
mybatis-3,DiscriminatorTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/mapping/Discriminator.java,70,4,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
mybatis-3,AwfulTableTest,/home/luana-martins/.jnose_projects/mybatis-3/src/test/java/org/apache/ibatis/submitted/awful_table/AwfulTable.java,81,3,13,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
mybatis-3,BaseTest,/home/luana-martins/.jnose_projects/mybatis-3/src/test/java/org/apache/ibatis/submitted/not_null_column/Base.java,90,5,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0
mybatis-3,HashMapTypeHandlerTest,/home/luana-martins/.jnose_projects/mybatis-3/src/test/java/org/apache/ibatis/submitted/hashmaptypehandler/HashMapTypeHandler.java,85,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
mybatis-3,FolderMapperTest,/home/luana-martins/.jnose_projects/mybatis-3/src/test/java/org/apache/ibatis/submitted/association_nested/FolderMapper.java,69,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0
mybatis-3,ImmutablePOJOTest,/home/luana-martins/.jnose_projects/mybatis-3/src/test/java/org/apache/ibatis/submitted/lazy_immutable/ImmutablePOJO.java,57,4,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
mybatis-3,EnumTypeHandlerTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/type/EnumTypeHandler.java,74,4,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0
mybatis-3,ResulthandlerTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/session/ResultHandler.java,65,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
mybatis-3,CacheTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/cache/Cache.java,346,17,34,0,0,0,3,0,0,29,0,0,0,3,0,0,0,0,4,23,0,0,0
mybatis-3,ConfigurationTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/session/Configuration.java,76,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
mybatis-3,XmlMapperTest,/home/luana-martins/.jnose_projects/mybatis-3/src/test/java/org/apache/ibatis/submitted/enum_interface_type_handler/XmlMapper.java,94,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6
mybatis-3,AnnotationMapperTest,/home/luana-martins/.jnose_projects/mybatis-3/src/test/java/org/apache/ibatis/submitted/global_variables/AnnotationMapper.java,92,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
mybatis-3,SqlProviderTest,/home/luana-martins/.jnose_projects/mybatis-3/src/test/java/org/apache/ibatis/submitted/selectkey/SqlProvider.java,1002,61,125,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,9,52,0,0,0
mybatis-3,ResultSetTypeTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/mapping/ResultSetType.java,89,6,1,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
mybatis-3,BlogTest,/home/luana-martins/.jnose_projects/mybatis-3/src/test/java/org/apache/ibatis/submitted/parent_reference_3level/Blog.java,104,7,20,4,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,4,0,0,3
mybatis-3,UnknownObjectTest,/home/luana-martins/.jnose_projects/mybatis-3/src/test/java/org/apache/ibatis/submitted/unknownobject/UnknownObject.java,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
mybatis-3,FooMapperTest,/home/luana-martins/.jnose_projects/mybatis-3/src/test/java/org/apache/ibatis/submitted/overwritingproperties/FooMapper.java,90,8,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
mybatis-3,BaseTest,/home/luana-martins/.jnose_projects/mybatis-3/src/test/java/org/apache/ibatis/submitted/not_null_column/Base.java,65,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
mybatis-3,RawSqlSourceTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/scripting/defaults/RawSqlSource.java,75,6,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
mybatis-3,Jdbc3KeyGeneratorTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/executor/keygen/Jdbc3KeyGenerator.java,610,34,36,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,32,0,0,0
