App;TestFileName;ProductionFileName;LOC;numberMethods;Assertion Roulette;Eager Test;Mystery Guest;Sleepy Test;Unknown Test;Redundant Assertion;Dependent Test;Magic Number Test;Conditional Test Logic;EmptyTest;General Fixture;IgnoredTest;Sensitive Equality;Verbose Test;Default Test;Resource Optimism;Duplicate Assert;Exception Catching Throwing;Constructor Initialization;Print Statement;Lazy Test
jeecg-boot;SysUserTest;/home/luana-martins/.jnose_projects/jeecg-boot/jeecg-boot/jeecg-boot-module-system/src/main/java/org/jeecg/modules/system/entity/SysUser.java;188;10;0;0;0;0;4;0;0;0;4;0;0;0;0;2;0;0;0;0;0;22;0
jeecg-boot;SecurityToolsTest;/home/luana-martins/.jnose_projects/jeecg-boot/jeecg-boot/jeecg-boot-base/jeecg-boot-base-core/src/main/java/org/jeecg/common/util/security/SecurityTools.java;49;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0
