cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,Assertion Roulette,Eager Test,Conditional Test Logic,Verbose Test
5,11,2,9,28,0.0,0.0,8,0,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,73,3,1,2,0,0,73,3,15,0,15,1,0,0,0,67,1,0,0,0,0,1
8,3,3,10,3,0.0,0.0,3,1,2,1,0,0,2,0,0,0,10,10,7,3,0,0,10,0,35,55,1,0,0,2,0,255,4,24,14,18,1,0,1,0,104,1,0,0,1,0,0
2,6,1,5,15,0.0,0.0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,60,0,0,0,6,0,34,0,18,0,18,1,0,0,0,28,1,0,1,1,0,0
7,10,2,19,45,0.0,0.0,10,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,15,89,0,0,0,0,0,52,3,11,1,16,1,0,0,5,86,1,0,1,0,0,0
7,8,2,30,28,0.0,0.0,8,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,13,80,0,0,0,0,0,81,4,10,6,15,1,0,0,5,73,1,0,1,0,0,1
10,6,1,13,15,0.0,0.0,6,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,109,187,0,0,0,0,0,7,107,14,0,14,1,0,1,2,43,1,0,1,0,0,1
10,5,1,20,6,0.0,0.0,4,1,1,2,0,1,2,0,0,0,1,1,0,1,0,0,1,0,6,106,1,1,0,0,0,9,16,5,0,5,1,0,2,0,21,1,0,0,0,0,0
9,21,1,21,0,0.0,0.0,10,1,9,1,0,0,9,0,0,0,2,0,0,2,0,0,0,0,4,129,0,9,1,0,1,2,61,39,19,34,3,0,0,1,61,1,0,1,0,1,1
12,10,2,17,0,0.0,0.0,6,1,5,1,0,0,5,0,0,0,3,3,0,3,0,0,0,0,3,51,0,4,0,0,0,13,19,11,5,11,1,0,0,0,55,1,0,1,0,1,0
18,20,2,33,20,0.0,0.0,8,1,4,4,0,0,4,0,0,0,11,11,0,11,0,0,5,0,2,79,1,3,9,0,6,17,31,27,10,33,4,0,0,3,91,1,0,0,0,0,0
11,56,2,56,136,0.0,0.0,20,0,16,4,0,0,16,0,0,0,3,3,2,1,0,0,3,0,10,368,7,26,6,0,0,8,283,105,21,98,3,0,1,6,102,1,0,1,1,1,1
16,27,2,32,0,0.0,0.0,16,4,11,5,0,0,11,0,0,0,4,4,0,4,0,0,3,0,26,154,2,5,2,0,0,34,79,32,15,32,2,0,0,4,98,1,0,1,0,1,0
11,25,1,26,6,0.0,0.0,9,1,9,0,0,0,9,0,0,0,1,0,0,0,0,1,0,0,5,139,5,8,5,3,0,5,42,19,2,17,2,2,0,0,73,1,0,1,1,1,1
10,4,2,21,0,0.0,0.0,3,2,3,0,0,0,3,0,0,0,1,1,0,1,0,0,0,0,4,23,0,0,0,0,0,5,3,6,0,7,0,0,0,2,41,1,0,1,0,0,0
9,3,1,15,1,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,17,0,1,0,0,0,4,4,5,2,3,1,0,0,0,26,1,0,1,1,1,0
7,10,2,9,10,0.0,0.0,5,0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,44,0,4,1,0,0,4,21,11,5,13,2,1,0,3,20,1,0,1,1,1,0
12,11,1,40,45,,,10,0,1,9,0,0,1,0,0,0,2,2,0,2,0,0,2,0,4,64,9,1,0,0,0,5,10,10,0,16,2,0,1,2,94,1,0,1,1,1,0
42,45,1,94,396,0.0,0.0,29,13,15,14,0,0,15,0,0,0,6,6,6,0,0,0,6,0,98,290,11,13,0,6,0,141,86,97,14,71,3,1,0,0,149,1,0,1,0,1,0
36,34,1,101,95,0.0,0.0,18,3,13,4,0,1,14,0,0,0,7,3,6,1,0,0,3,0,88,243,4,12,1,4,5,20,46,67,11,68,4,0,1,4,153,1,0,1,1,1,1
9,19,1,41,134,0.0,0.0,17,3,15,2,0,0,15,0,0,0,1,1,0,0,0,1,0,0,49,139,1,0,1,1,0,2,21,6,0,12,3,0,0,21,59,1,0,1,1,0,0
12,15,1,28,16,0.0,0.0,9,1,6,3,0,0,6,0,0,0,3,1,1,0,0,2,1,0,19,61,0,4,1,1,0,14,2,11,0,8,1,0,0,0,74,1,0,1,1,0,0
26,13,1,44,0,0.0,0.0,11,5,7,4,0,0,7,0,0,0,4,4,0,0,0,4,0,0,57,122,4,0,0,1,0,16,34,14,4,14,1,1,0,0,94,1,0,1,0,0,0
2,1,1,3,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,2,0,2,0,0,0,0,18,1,0,1,1,0,0
6,8,1,13,28,0.0,0.0,8,1,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,15,46,0,0,0,0,0,1,0,14,0,14,0,0,0,0,28,1,0,1,1,0,0
45,66,1,139,361,0.0,0.0,30,13,10,20,0,0,10,0,0,0,10,10,0,10,0,0,9,0,138,610,15,23,7,2,3,336,600,146,23,129,3,1,0,1,187,1,0,1,0,1,1
23,13,1,25,19,0.0,0.0,7,4,6,1,0,0,6,0,0,0,15,10,0,5,0,10,5,0,17,81,3,2,2,0,0,19,0,23,2,23,3,1,0,0,71,1,0,0,0,0,0
25,7,1,40,21,0.0,0.0,7,2,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,33,51,1,0,0,0,0,15,5,16,3,16,0,0,0,0,56,1,0,0,0,0,0
36,20,3,66,39,0.0,0.0,15,7,8,7,0,0,8,0,0,0,13,13,0,0,0,13,0,0,65,188,6,1,3,1,0,15,16,43,0,42,2,0,1,0,144,1,0,1,0,1,1
14,35,3,77,78,0.0,0.0,13,0,11,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,12,224,1,14,1,11,0,91,126,48,29,54,3,0,1,8,196,1,0,1,0,1,1
18,18,5,17,128,0.0,0.0,17,1,12,5,0,0,12,0,0,0,7,3,0,7,0,0,4,0,17,169,5,0,0,1,0,15,7,65,4,65,1,0,1,0,69,1,0,1,0,0,0
56,66,4,119,19,0.0,0.0,47,4,32,15,0,0,32,0,0,0,4,0,0,4,0,0,0,0,221,773,10,4,4,28,2,175,238,312,8,298,4,0,2,0,278,1,0,1,1,1,1
20,16,1,27,85,0.0,0.0,14,7,6,8,0,0,6,0,2,0,2,2,0,2,0,0,1,0,471,102,6,2,0,1,0,315,2,6,1,6,2,0,0,0,48,1,0,1,1,1,0
21,10,4,33,34,0.0,0.0,9,6,4,5,0,0,4,0,0,0,1,1,0,1,0,0,1,0,49,142,2,0,1,3,0,9,86,22,1,18,1,0,2,0,82,1,0,1,0,0,1
21,20,1,29,53,0.0,0.0,11,4,4,7,0,0,4,0,1,0,2,2,0,2,0,0,1,0,686,129,3,8,0,1,0,10,367,6,1,6,2,0,0,0,87,1,0,1,1,1,1
25,10,1,38,15,0.0,0.0,7,4,4,3,0,0,4,0,0,0,2,2,0,2,0,0,2,0,34,81,2,2,0,0,0,4,55,38,3,25,1,0,0,0,73,1,0,1,0,1,1
20,10,2,36,36,0.0,0.0,9,3,5,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,63,85,4,1,0,0,0,2,47,26,0,26,1,0,0,0,69,1,0,1,1,0,0
7,9,1,10,0,0.0,0.0,8,1,8,0,0,0,8,0,0,0,1,0,0,0,0,1,0,0,3,30,0,0,0,0,0,0,5,1,1,1,0,0,0,0,28,1,0,1,1,0,0
33,24,1,64,0,0.0,0.0,9,2,9,0,0,0,9,0,0,0,7,7,0,6,0,1,6,0,91,167,0,10,1,0,5,56,56,63,42,63,3,0,0,0,113,1,0,1,1,1,1
5,16,2,17,0,0.0,0.0,16,0,14,2,0,0,14,0,0,0,3,0,0,3,0,0,0,0,3,125,1,0,0,0,0,18,27,34,0,27,1,0,1,30,55,1,0,1,1,0,0
8,10,1,22,21,0.0,0.0,7,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,113,1,0,0,3,0,14,1,10,0,6,1,1,0,0,51,1,0,1,1,0,0
13,4,1,13,3,0.0,0.0,3,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,25,0,1,0,0,0,0,1,4,1,4,1,0,0,0,38,1,0,0,1,1,0
12,33,1,40,0,0.0,0.0,27,6,21,6,0,0,21,0,0,0,9,0,0,0,0,9,0,0,91,216,7,4,0,1,0,62,1,55,1,81,2,0,1,49,115,1,0,1,0,1,1
17,10,2,18,43,0.0,0.0,10,2,9,1,0,0,9,0,0,0,1,1,0,1,0,0,0,0,27,54,0,0,0,0,1,22,8,5,1,5,0,0,0,0,59,1,0,1,1,0,0
13,6,1,17,10,0.0,0.0,5,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,22,35,0,1,0,0,0,0,1,9,0,9,1,0,0,1,43,1,0,1,0,0,0
32,19,1,69,24,0.0,0.0,12,1,10,2,0,0,10,0,0,0,5,5,0,5,0,0,3,0,47,172,3,3,0,0,6,8,58,68,12,68,1,0,0,1,112,1,0,1,1,1,1
28,10,2,48,0,0.0,0.0,10,2,7,3,0,0,7,0,0,0,5,5,3,2,0,0,4,0,43,110,2,0,0,1,0,9,12,60,0,58,1,0,0,0,110,1,0,1,1,0,1
9,6,2,17,10,0.0,0.0,5,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,61,1,1,0,0,0,11,19,9,0,9,1,0,1,0,33,1,0,1,1,1,0
15,48,1,51,100,0.0,0.0,16,7,5,8,0,3,9,0,0,0,6,6,0,6,0,0,6,0,169,244,8,6,8,1,0,5,158,55,2,63,3,1,0,6,90,1,0,0,0,0,0
7,14,1,20,6,0.0,0.0,4,0,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,44,2,7,2,0,0,2,20,18,12,18,3,0,0,0,29,1,0,1,1,1,1
14,6,1,27,3,0.0,0.0,3,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,47,1,2,1,0,0,6,6,22,1,20,1,0,0,0,43,1,0,1,1,1,1
7,3,1,11,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,32,40,0,0,0,0,0,0,62,13,0,13,0,0,0,0,24,1,0,1,0,0,0
18,4,2,16,0,0.0,0.0,4,1,4,0,0,0,4,0,0,0,4,0,0,0,4,0,1,0,10,33,0,0,0,0,0,3,1,16,1,16,0,0,0,0,48,1,0,1,1,0,0
8,10,1,28,10,0.0,0.0,5,0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,93,0,0,5,1,1,39,5,19,0,15,1,0,0,0,60,1,0,1,1,1,1
10,8,1,12,0,0.0,0.0,6,1,6,0,0,0,6,0,0,0,4,4,0,4,0,0,2,0,9,30,0,2,0,0,0,7,6,12,1,10,1,0,0,0,44,1,0,1,0,0,0
12,3,1,16,1,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,23,0,0,0,1,0,3,3,7,0,7,1,0,0,0,29,1,0,1,1,0,0
16,2,1,15,1,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,30,0,0,0,0,0,22,2,8,0,7,0,0,0,0,32,1,0,1,1,0,1
12,58,1,76,528,0.0,0.0,33,18,14,19,0,0,14,0,0,0,0,0,0,0,0,0,0,0,207,281,10,9,1,0,0,5,286,92,13,79,3,0,0,2,105,1,0,1,1,1,1
5,2,1,7,1,,,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,20,1,0,0,0,0,0,21,2,0,2,0,0,0,0,13,1,0,1,1,0,0
18,25,1,43,210,0.0,0.0,21,1,14,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,46,257,3,4,0,0,0,105,144,48,2,48,1,5,0,0,80,1,0,1,1,0,1
15,60,1,56,903,0.0,0.0,43,4,33,9,0,1,34,0,0,0,0,0,0,0,0,0,0,0,149,446,5,8,5,0,0,362,157,157,15,146,3,0,0,0,156,1,0,1,1,1,1
4,6,2,6,10,0.0,0.0,5,0,4,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,2,20,1,0,0,0,0,9,8,2,0,1,0,0,0,0,19,1,0,0,0,0,0
23,13,1,37,17,0.0,0.0,7,2,3,4,0,0,3,0,0,0,3,2,0,0,0,3,0,0,11,80,1,4,0,0,1,7,12,19,2,17,3,1,0,0,70,1,0,1,0,1,1
5,11,2,3,6,0.0,0.0,4,1,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,20,1,0,2,0,0,14,7,1,0,0,0,0,0,0,24,1,0,0,0,0,0
13,18,2,14,16,0.0,0.0,9,1,7,2,0,0,7,0,0,0,2,2,0,2,0,0,2,0,13,85,1,6,1,0,0,1,55,15,0,14,4,0,1,0,63,1,1,1,0,1,0
20,30,1,49,169,0.0,0.0,19,3,12,7,0,0,12,0,0,0,2,2,0,0,0,2,0,0,47,169,3,7,1,2,5,27,47,64,19,61,3,0,0,0,131,1,0,0,0,1,1
7,10,2,15,21,0.0,0.0,7,0,5,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,1,35,2,0,2,0,0,12,14,4,2,4,1,0,0,1,31,1,0,0,1,0,0
8,4,1,8,3,0.0,0.0,3,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,1,0,2,0,2,0,2,1,0,0,0,33,1,0,0,0,0,0
16,23,1,50,4,0.0,0.0,12,2,7,5,0,0,7,0,0,0,4,0,0,4,0,0,0,0,64,180,0,3,2,5,0,59,19,26,3,26,4,0,0,0,106,1,0,0,0,0,0
8,2,1,11,1,,,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,36,0,0,0,0,0,0,1,16,0,16,1,0,0,0,25,1,0,1,0,0,1
39,33,1,69,99,0.0,0.0,15,3,11,4,0,0,11,0,0,0,3,2,3,0,0,0,2,0,66,181,3,14,3,0,6,31,70,67,22,69,3,0,0,3,132,1,0,1,1,1,1
37,66,1,116,176,0.0,0.0,20,7,12,6,0,2,14,0,0,0,3,2,1,2,0,0,2,0,54,275,12,19,15,0,0,64,120,94,9,98,5,2,0,5,163,1,2,1,1,1,1
6,8,1,13,21,0.0,0.0,7,3,5,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,19,47,0,0,0,1,0,24,11,3,1,3,1,0,0,0,48,1,0,1,1,0,0
14,7,1,20,6,0.0,0.0,4,3,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,43,53,1,3,0,0,0,4,32,19,0,12,2,0,0,0,37,1,0,0,1,0,1
11,5,1,11,6,0.0,0.0,4,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,18,58,1,0,0,1,0,65,21,4,0,4,1,0,0,0,29,1,0,1,1,0,0
15,23,1,44,0,0.0,0.0,9,2,8,1,0,0,8,0,0,0,3,3,2,0,0,1,2,0,38,206,0,2,12,0,0,47,28,38,3,32,1,4,0,1,83,1,0,1,1,1,1
7,3,1,7,3,0.0,0.0,3,1,3,0,0,0,3,0,0,0,1,1,0,0,0,1,1,0,8,15,0,0,0,0,0,2,0,2,0,2,0,0,0,0,35,1,0,0,0,0,0
13,13,4,24,0,0.0,0.0,6,1,4,2,0,0,4,0,0,0,9,2,0,9,0,0,6,0,6,60,1,2,4,0,0,0,7,15,1,14,2,0,1,2,53,1,0,0,1,1,0
15,14,1,35,0,0.0,0.0,13,1,13,0,0,0,13,0,0,0,5,1,0,5,0,0,1,0,5,114,0,0,1,0,0,2,7,23,1,19,1,0,0,1,69,1,0,1,1,0,0
24,11,1,28,0,0.0,0.0,9,1,9,0,0,0,9,0,0,0,6,2,0,6,0,0,2,0,13,69,0,1,1,0,0,2,16,21,0,20,2,0,0,0,71,1,0,1,0,0,0
2,1,1,3,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,16,0,0,0,0,0,12,0,0,0,0,0,0,0,0,8,1,0,1,1,0,0
7,16,1,13,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,29,0,1,14,0,1,2,27,7,2,7,1,0,0,0,26,1,0,0,1,1,1
3,4,1,12,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,19,0,2,0,1,0,1,4,4,3,5,2,0,0,1,23,1,0,1,0,1,1
21,21,1,26,36,0.0,0.0,9,2,7,2,0,0,7,0,0,0,1,0,1,0,0,0,0,0,6,100,1,7,1,5,1,6,71,32,5,28,3,0,0,2,97,1,0,1,1,1,1
23,15,1,41,0,0.0,0.0,4,1,4,0,0,0,4,0,0,0,2,2,2,0,0,0,2,0,17,85,0,9,0,1,0,4,28,23,0,24,2,0,0,1,83,1,0,1,1,1,1
7,1,1,9,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,1,3,7,0,7,0,0,0,0,26,1,0,1,1,0,0
12,9,1,19,10,0.0,0.0,5,1,3,2,0,0,3,0,0,0,1,0,1,0,0,0,0,0,8,82,0,3,1,0,0,0,12,20,0,20,1,4,0,0,87,1,0,0,0,1,0
14,2,1,18,1,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,26,0,0,0,0,0,4,4,9,0,9,0,0,0,0,39,1,0,0,1,0,1
16,5,1,26,3,0.0,0.0,3,1,2,1,0,0,2,0,0,0,1,1,0,0,0,1,0,0,4,52,1,1,0,1,0,8,7,9,0,9,2,2,0,0,68,1,0,1,0,1,1
25,35,1,59,28,0.0,0.0,9,1,9,0,0,0,10,0,0,0,9,1,0,1,0,8,1,0,38,275,0,8,12,3,1,25,28,66,4,52,2,0,3,4,122,1,0,1,1,1,1
2,14,1,14,21,0.0,0.0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,108,0,7,0,0,0,0,98,19,1,19,2,0,0,0,21,1,0,1,1,1,1
10,16,3,43,9,,,7,0,1,6,0,0,1,0,0,0,1,1,0,1,0,0,1,0,5,78,3,0,2,1,0,13,14,15,0,15,1,0,1,0,93,1,5,0,0,0,0
11,38,1,54,0,0.0,0.0,19,2,16,1,0,2,18,0,0,0,4,2,0,4,0,0,2,0,40,276,4,10,3,6,1,10,62,33,6,32,3,5,0,10,166,1,0,1,1,1,1
4,19,1,33,21,0.0,0.0,7,0,5,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,34,153,3,9,0,1,2,43,28,52,9,53,3,0,0,3,109,1,0,1,1,1,1
4,11,1,15,6,0.0,0.0,4,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,46,1,7,0,0,0,2,29,14,0,13,1,0,0,0,30,1,0,1,1,1,0
6,25,1,30,64,0.0,0.0,13,5,2,10,0,1,3,0,0,0,7,7,0,7,0,0,7,0,49,100,8,4,2,0,2,0,54,20,12,17,2,0,0,0,44,1,0,0,0,1,0
25,25,1,44,90,0.0,0.0,16,3,14,1,0,1,15,0,0,0,1,0,1,0,0,0,0,0,45,130,2,5,2,1,3,9,43,39,15,34,2,0,0,0,96,1,0,1,1,1,0
3,3,1,5,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,2,3,2,0,2,0,0,0,0,11,1,0,1,0,0,0
8,2,2,5,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,2,44,0,0,0,0,0,31,0,14,0,8,0,1,1,0,27,1,0,0,1,0,0
23,67,2,80,640,0.0,0.0,45,13,31,12,0,2,33,0,0,0,4,2,1,1,2,0,1,0,361,554,13,14,5,3,0,45,350,131,17,116,2,0,2,0,229,1,0,1,1,1,1
9,5,1,16,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,59,104,0,2,0,0,0,12,116,16,0,15,1,2,0,0,29,1,0,1,1,1,1
5,25,6,16,45,0.0,0.0,10,1,9,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,232,0,1,1,13,1,13,10,11,0,11,2,9,3,0,64,1,0,1,1,1,1
