cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,AR,ET,CTL,VT
3,8,1,10,0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,3,1,0,3,0,0,3,0,6,45,0,0,2,0,2,0,10,9,0,23,0,0,0,11,46,1,0,1,1,1,0
36,57,2,101,70,0.0,0.0,48,0,45,3,0,0,45,0,0,0,30,0,0,30,0,0,23,0,86,634,3,1,0,23,0,36,58,130,6,135,3,9,1,10,239,1,0,1,1,1,1
5,10,1,10,45,0.0,0.0,10,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,11,58,0,0,0,0,0,31,8,16,0,16,0,0,0,3,36,1,0,1,0,0,0
4,5,1,4,0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,1,0,1,0,0,1,0,0,28,0,0,0,0,0,4,20,9,3,9,0,0,0,0,31,1,0,1,1,0,0
10,14,1,15,0,0.0,0.0,14,0,14,0,0,0,14,0,0,0,3,0,0,3,0,0,0,0,2,47,0,0,0,0,0,6,1,1,0,3,0,0,0,0,32,1,0,0,0,0,0
21,26,1,69,0,0.0,0.0,24,0,24,0,0,0,24,0,0,0,17,0,0,17,0,0,1,0,72,193,0,1,0,1,0,106,34,53,7,65,1,0,0,10,122,1,0,1,1,1,0
29,21,1,44,0,0.0,0.0,13,0,11,2,0,0,11,0,0,0,10,2,0,10,0,0,7,0,14,145,0,0,5,3,0,27,23,15,7,16,1,4,0,8,104,1,0,1,1,0,1
9,3,2,5,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,90,0,0,0,0,0,0,44,13,19,13,0,4,1,0,26,1,0,1,1,0,1
28,27,1,65,37,0.0,0.0,27,1,17,10,0,0,17,0,0,0,18,0,0,18,0,0,18,0,75,353,9,0,0,7,0,88,217,81,5,83,1,0,0,18,198,1,0,1,1,0,1
8,3,1,3,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,13,0,0,0,0,0,4,0,1,0,2,0,0,0,2,17,1,0,0,0,0,0
29,12,1,31,0,0.0,0.0,12,0,12,0,0,0,12,0,0,0,9,0,0,8,0,1,9,0,44,170,0,0,0,0,0,43,203,32,1,32,0,0,1,3,117,1,0,1,1,0,1
10,5,1,26,0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,15,14,0,14,0,1,15,0,88,106,0,0,0,0,0,11,31,46,0,46,0,0,0,0,80,1,0,1,1,0,1
18,16,1,49,8,0.0,0.0,13,0,7,6,0,0,7,0,0,0,22,18,0,18,0,4,22,0,110,175,1,0,0,0,0,27,49,49,1,49,0,0,0,0,113,1,0,1,1,0,1
74,96,2,257,868,0.0,0.0,80,10,61,19,0,0,61,0,0,0,34,7,0,34,0,0,30,0,474,1056,15,10,3,1,0,513,239,291,39,292,4,2,1,28,395,1,0,1,1,1,1
22,12,1,35,0,0.0,0.0,12,0,12,0,0,0,12,0,0,0,7,0,0,7,0,0,1,0,13,156,0,0,0,0,0,27,2,16,0,16,0,0,0,5,89,1,0,1,0,0,1
37,40,1,122,147,0.0,0.0,38,0,27,11,0,0,27,0,0,0,27,10,0,27,0,0,14,0,17,480,21,1,0,1,1,100,104,66,1,51,1,1,0,53,144,1,0,1,1,0,0
31,56,2,73,0,0.0,0.0,49,1,44,4,0,1,45,0,0,0,19,0,0,19,0,0,11,0,113,663,3,2,0,7,0,80,149,132,6,90,2,21,2,12,247,1,0,1,1,0,1
22,13,2,28,21,0.0,0.0,7,0,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,22,112,1,4,0,0,0,48,1,22,16,23,2,0,3,5,74,1,0,1,1,1,1
51,111,2,209,0,0.0,0.0,103,5,88,15,0,0,88,0,0,0,39,0,1,38,0,0,31,0,504,2226,4,7,0,1,1,99,174,333,4,349,1,42,1,33,390,1,0,1,0,0,1
41,32,1,99,0,0.0,0.0,29,0,24,5,0,0,24,0,0,0,19,0,0,19,0,0,14,0,73,341,4,0,1,1,0,22,45,64,0,40,3,0,0,8,156,1,0,1,1,0,0
13,20,2,25,0,0.0,0.0,18,0,18,0,0,0,18,0,0,0,5,0,0,5,0,0,5,0,1,125,0,0,0,2,0,7,7,5,0,5,1,0,1,1,68,1,0,1,1,0,0
13,5,1,18,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,4,32,0,0,0,2,1,5,2,3,0,3,1,0,0,0,42,1,0,1,0,0,0
14,3,1,8,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,6,0,0,6,0,0,6,0,2,20,0,0,0,1,0,7,2,6,0,6,1,0,0,0,33,1,0,0,0,0,0
4,6,1,8,3,0.0,0.0,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,49,1,3,0,0,0,0,57,5,0,5,1,0,0,0,19,1,0,1,1,1,1
36,47,2,98,0,0.0,0.0,28,1,25,3,0,0,25,0,0,0,23,0,2,21,0,0,14,0,90,760,1,1,18,1,0,78,250,81,7,87,1,12,0,9,193,1,0,1,1,1,1
70,123,1,249,0,0.0,0.0,109,5,84,25,0,0,84,0,0,0,35,3,0,35,0,0,27,0,353,1517,20,0,1,5,0,214,374,211,19,177,3,7,0,71,406,1,0,1,1,1,1
9,7,1,22,15,0.0,0.0,6,0,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,63,0,1,0,0,0,6,25,25,0,27,1,1,0,3,40,1,0,1,0,0,1
17,42,1,88,0,0.0,0.0,38,0,36,2,0,0,36,0,0,0,5,0,0,5,0,0,2,0,68,413,0,0,0,11,0,36,79,87,6,81,2,3,2,4,238,1,0,1,1,0,1
22,5,1,23,0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,1,0,5,54,0,0,0,0,4,8,0,28,0,29,0,0,0,0,46,1,0,1,0,0,0
3,2,1,9,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,4,5,5,1,5,0,0,0,1,34,1,0,1,1,0,0
8,3,1,12,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,2,0,22,36,0,0,0,0,0,23,36,13,0,13,0,0,0,1,38,1,0,1,0,0,0
5,4,2,5,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1,0,3,6,5,0,5,1,0,0,0,27,1,0,1,0,0,0
6,2,2,5,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,1,6,3,0,3,0,0,0,0,20,1,0,1,0,0,0
6,2,2,3,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,3,1,0,1,0,0,0,1,14,1,0,0,0,0,0
2,6,1,10,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,35,0,0,5,0,0,18,5,9,4,9,0,0,0,0,37,1,0,1,1,0,1
12,10,1,26,0,0.0,0.0,10,0,8,2,0,0,8,0,0,0,5,2,0,5,0,0,5,0,9,67,0,0,0,0,0,20,1,24,0,28,0,0,0,8,85,1,0,1,0,0,0
2,11,1,12,21,0.0,0.0,7,0,7,0,0,0,7,0,0,0,2,2,0,2,0,0,2,0,14,58,0,0,0,4,0,14,2,10,0,10,1,0,0,0,71,1,0,1,1,0,0
21,121,1,65,0,0.0,0.0,116,0,107,9,0,0,107,0,0,0,5,0,0,5,0,0,4,0,51,718,0,0,0,8,1,180,58,140,12,138,1,0,2,12,292,1,0,1,1,0,0
11,11,1,24,25,0.0,0.0,11,0,11,0,0,0,11,0,0,0,3,0,0,3,0,0,2,0,7,58,0,0,0,1,0,16,8,12,0,14,1,0,0,6,55,1,0,1,0,0,0
4,17,1,15,58,0.0,0.0,13,0,13,0,0,0,13,0,0,0,1,1,0,1,0,0,1,0,117,88,0,0,0,4,0,4,93,11,3,11,1,0,0,2,79,1,0,1,1,0,0
3,7,1,11,19,0.0,0.0,7,0,7,0,0,0,7,0,0,0,1,1,0,1,0,0,1,0,35,32,0,0,0,0,16,0,31,9,24,9,0,0,0,2,50,1,0,1,1,0,0
3,4,1,5,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,18,0,1,0,1,0,7,1,2,1,2,2,0,0,1,27,1,0,0,0,1,0
7,3,1,14,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,47,23,0,0,0,0,0,17,34,0,0,0,0,0,0,0,44,1,0,1,0,0,1
8,5,1,18,10,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,34,0,0,0,0,0,15,2,14,1,14,0,0,0,13,28,1,0,1,0,0,0
11,5,1,12,10,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,39,0,0,0,0,0,12,13,18,0,18,0,0,0,4,29,1,0,1,1,0,0
26,14,1,37,0,0.0,0.0,13,0,12,1,0,0,12,0,0,0,9,3,0,9,0,0,5,0,37,126,0,1,0,2,0,112,52,29,1,28,2,0,0,8,88,1,0,1,0,1,1
67,227,1,210,0,0.0,0.0,221,1,220,1,0,0,220,0,0,0,14,0,0,14,0,0,10,0,244,1390,1,2,2,16,62,851,205,425,27,498,2,6,0,249,262,1,0,1,1,1,1
10,8,2,20,0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,5,0,0,5,0,0,0,0,5,63,0,1,0,0,0,0,8,9,0,9,1,0,0,0,47,1,0,1,1,1,0
8,4,1,11,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,25,0,2,0,0,0,11,6,9,0,11,1,0,0,1,33,1,0,1,1,1,0
26,23,1,53,85,0.0,0.0,18,0,13,5,0,0,13,0,0,0,13,1,0,13,0,0,8,0,44,150,0,3,0,2,0,130,55,42,10,52,2,0,0,6,127,1,0,1,0,0,0
10,8,2,20,0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,5,0,0,5,0,0,0,0,2,63,0,1,0,0,0,3,2,9,0,9,1,0,0,0,48,1,0,1,1,1,0
49,32,1,80,71,0.0,0.0,26,5,21,5,0,0,21,0,0,0,15,5,0,15,0,0,5,0,38,293,5,1,2,2,0,101,36,46,1,49,2,0,7,0,140,1,0,1,1,0,1
10,7,2,23,0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,6,0,0,4,0,2,2,0,1,84,0,0,0,0,0,3,2,24,0,24,0,0,0,0,51,1,0,1,0,0,0
3,7,1,5,0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,4,0,0,4,0,0,2,0,0,57,0,0,0,0,0,0,52,4,24,4,0,0,0,1,30,1,0,1,1,0,0
32,30,1,56,7,0.0,0.0,11,0,7,4,0,0,7,0,0,0,7,1,0,7,0,0,7,0,39,244,0,18,0,4,10,95,212,58,27,58,2,0,0,0,96,1,0,1,0,1,1
15,3,1,15,0,0.0,0.0,3,0,2,1,0,0,2,0,0,0,3,2,0,3,0,0,3,0,3,24,0,0,0,0,0,3,0,7,0,7,0,0,0,0,38,1,0,0,0,0,0
13,9,1,14,21,0.0,0.0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,25,80,0,0,0,2,0,31,13,22,3,22,1,2,0,2,67,1,0,1,0,0,1
29,20,1,70,0,0.0,0.0,20,0,19,1,0,0,19,0,0,0,4,1,0,4,0,0,3,0,152,163,0,0,0,7,0,169,230,34,0,34,2,0,0,11,79,1,0,1,0,0,1
3,2,1,4,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,3,0,0,3,0,0,2,0,0,13,0,0,0,0,0,0,3,3,2,3,0,0,0,1,18,1,0,1,1,0,0
25,5,1,18,1,0.0,0.0,3,0,3,0,0,0,3,0,0,0,4,0,0,4,0,0,3,0,9,67,0,2,0,2,0,2,36,20,4,21,2,2,0,2,46,1,0,1,1,1,1
14,4,1,20,3,0.0,0.0,3,0,2,1,0,0,2,0,0,0,1,0,0,1,0,0,1,0,11,24,0,0,0,1,0,9,4,5,0,5,1,0,0,0,51,1,0,0,0,0,0
21,19,1,27,2,0.0,0.0,12,0,9,3,0,0,9,0,0,0,7,1,0,7,0,0,4,0,12,108,1,3,1,0,0,39,62,26,5,26,2,0,0,1,80,1,0,0,0,0,1
13,3,1,13,0,,,1,0,1,0,0,0,1,0,0,0,5,0,0,5,0,0,0,0,11,27,0,2,0,0,0,3,24,19,2,19,2,0,0,0,40,1,0,1,0,1,0
27,18,1,63,0,0.0,0.0,18,0,17,1,0,0,17,0,0,0,4,1,0,4,0,0,3,0,83,126,0,0,0,6,0,83,99,27,0,27,2,0,0,10,61,1,0,1,0,0,1
34,29,1,68,8,0.0,0.0,8,0,6,2,0,0,6,0,0,0,5,0,0,5,0,0,5,0,60,255,0,20,0,5,12,164,254,74,27,75,3,0,0,1,146,1,0,1,0,1,1
6,11,1,14,0,0.0,0.0,6,1,5,1,0,0,5,0,0,0,1,0,0,1,0,0,1,0,15,50,2,0,5,0,0,8,5,14,3,14,1,0,0,0,53,1,0,1,1,0,0
15,4,1,17,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,11,48,2,2,0,2,0,21,44,20,4,23,2,0,0,2,37,1,0,1,0,1,1
35,14,1,61,46,0.0,0.0,12,0,8,4,0,0,8,0,0,0,2,0,0,2,0,0,2,0,107,184,0,0,0,5,0,356,308,45,5,47,2,0,0,5,123,1,0,1,0,0,1
16,4,1,21,0,,,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,32,1,3,0,1,0,14,15,13,3,15,2,0,0,1,31,1,0,1,0,1,1
4,9,1,13,0,0.0,0.0,9,0,9,0,0,0,9,0,0,0,4,0,0,4,0,0,2,0,3,61,0,0,0,0,0,0,55,7,18,7,0,0,0,2,50,1,0,1,1,0,0
11,3,1,15,3,,,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,34,2,0,0,0,0,16,6,5,0,5,0,0,0,0,33,1,0,1,1,0,0
31,24,1,72,0,0.0,0.0,18,0,13,5,0,0,13,0,0,0,3,0,0,3,0,0,3,0,38,248,0,0,1,5,1,140,170,83,1,91,1,0,0,4,87,1,0,1,0,0,0
11,6,1,14,10,0.0,0.0,5,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,41,0,0,0,0,0,11,10,6,0,6,1,0,0,0,39,1,0,0,0,0,0
44,38,1,90,0,0.0,0.0,31,0,30,1,0,0,30,0,0,0,6,0,0,6,0,0,5,0,48,259,1,2,4,5,46,128,96,63,6,102,3,1,0,43,142,1,0,1,1,0,1
13,3,1,14,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,1,0,3,25,0,0,0,0,0,4,0,7,1,9,0,0,0,0,31,1,0,1,0,0,0
7,2,1,14,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,24,0,0,0,0,0,10,7,2,0,2,0,0,0,0,29,1,0,0,0,0,0
29,84,1,91,24,0.0,0.0,24,0,20,4,0,0,20,0,0,0,10,1,0,10,0,0,10,0,182,548,1,59,0,7,0,371,432,192,80,168,2,0,0,10,199,1,0,1,0,1,1
29,22,1,53,0,0.0,0.0,22,0,20,2,0,0,20,0,0,0,5,1,0,5,0,0,4,0,42,125,0,0,0,6,0,61,61,25,1,28,1,0,0,13,67,1,0,1,0,0,0
29,9,1,46,0,0.0,0.0,9,0,6,3,0,0,6,0,0,0,2,0,0,2,0,0,2,0,48,156,0,0,0,4,1,102,116,51,3,59,1,0,0,8,63,1,0,1,0,0,1
32,36,1,59,0,0.0,0.0,36,0,34,2,0,0,34,0,0,0,11,7,0,11,0,0,9,0,33,480,0,0,0,9,0,752,179,186,14,217,1,0,0,29,154,1,0,1,1,0,1
26,16,1,35,0,0.0,0.0,16,0,15,1,0,0,15,0,0,0,10,4,0,10,0,0,6,0,46,171,0,0,0,5,0,164,76,40,1,39,1,0,0,8,96,1,0,1,0,0,1
40,61,1,111,0,0.0,0.0,59,0,51,8,0,0,51,0,0,0,5,2,0,5,0,0,4,0,87,364,0,0,0,11,0,236,318,55,8,83,2,0,0,45,130,1,0,1,1,0,0
14,9,1,17,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,6,35,0,2,3,1,3,7,22,15,4,25,2,0,0,5,41,1,0,1,0,1,1
14,6,1,17,1,0.0,0.0,3,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,9,39,0,2,1,2,1,5,18,16,3,20,2,0,0,2,38,1,0,1,0,1,0
15,4,1,17,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,11,34,0,2,0,2,0,1,34,16,3,18,2,0,0,1,36,1,0,1,0,1,0
24,8,1,37,0,0.0,0.0,6,1,5,1,0,0,5,0,0,0,5,1,0,5,0,0,5,0,34,93,3,0,0,4,0,118,72,29,1,39,2,0,0,5,56,1,0,1,0,1,1
10,6,1,16,10,0.0,0.0,5,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,47,0,0,0,0,0,22,4,8,0,8,1,0,0,0,38,1,0,0,0,0,0
47,34,3,80,0,0.0,0.0,13,1,11,2,0,0,11,0,0,0,3,0,1,2,0,0,2,0,246,398,2,6,5,11,0,515,595,117,4,121,3,0,2,7,154,1,0,1,0,1,1
15,4,1,21,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,9,25,0,2,0,1,0,9,16,10,3,14,2,0,0,2,33,1,0,1,0,1,0
28,26,1,52,9,0.0,0.0,7,0,5,2,0,0,5,0,0,0,5,0,0,5,0,0,5,0,36,219,0,18,0,4,9,132,251,47,27,47,2,0,0,0,87,1,0,1,0,1,1
35,10,1,54,0,0.0,0.0,9,0,8,1,0,0,8,0,0,0,2,0,0,2,0,0,2,0,41,151,0,0,0,7,0,144,96,48,0,48,2,0,0,0,90,1,0,1,1,0,1
27,24,1,64,0,0.0,0.0,24,0,21,3,0,0,21,0,0,0,5,1,0,5,0,0,4,0,59,151,1,0,0,5,0,67,39,28,0,34,3,0,0,18,78,1,0,1,0,0,1
15,5,1,15,1,0.0,0.0,3,1,2,1,0,0,2,0,0,0,2,0,0,2,0,0,2,0,11,34,1,1,0,2,0,3,2,13,1,15,2,0,0,1,42,1,0,1,0,1,0
24,25,1,61,0,0.0,0.0,23,0,22,1,0,0,22,0,0,0,5,1,0,5,0,0,5,0,47,211,0,2,0,0,0,85,6,69,1,76,2,0,0,4,128,1,0,1,1,1,1
8,1,1,13,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,6,6,1,0,1,0,0,0,0,27,1,0,0,0,0,0
17,5,2,22,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,62,0,1,0,0,0,2,7,10,1,10,1,0,2,0,42,1,0,1,0,1,0
26,18,1,34,0,0.0,0.0,18,0,17,1,0,0,17,0,0,0,10,3,0,10,0,0,6,0,45,182,0,0,0,5,0,164,81,40,2,42,1,0,0,11,94,1,0,1,0,0,1
8,3,1,7,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,2,0,0,20,0,0,0,0,0,4,0,4,0,4,0,0,0,0,27,1,0,0,0,0,0
8,3,1,7,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,2,0,0,20,0,0,0,0,0,4,0,4,0,4,0,0,0,0,27,1,0,0,0,0,0
8,3,1,7,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,2,0,0,20,0,0,0,0,0,4,0,4,0,4,0,0,0,0,27,1,0,0,0,0,0
3,11,1,14,16,0.0,0.0,8,0,8,0,0,0,8,0,0,0,2,2,0,2,0,0,2,0,152,62,0,0,0,3,0,3,91,6,2,6,1,0,0,1,73,1,0,1,1,0,0
3,8,1,12,21,0.0,0.0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,74,38,0,0,0,1,0,1,45,2,0,2,1,0,0,2,49,1,0,1,1,0,0
6,8,1,9,21,0.0,0.0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,38,0,1,0,0,0,14,4,11,3,11,1,0,0,6,55,1,0,1,1,1,0
15,14,1,27,89,0.0,0.0,14,0,14,0,0,0,14,0,0,0,1,0,0,1,0,0,1,0,4,73,0,0,0,0,4,19,19,23,6,23,0,0,0,6,55,1,0,1,0,0,0
8,6,1,12,0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,3,0,0,37,0,0,0,0,0,6,4,7,0,7,0,0,0,2,45,1,0,1,1,0,0
4,7,1,15,9,0.0,0.0,7,0,7,0,0,0,7,0,0,0,1,1,0,1,0,0,1,0,21,35,0,0,0,0,0,0,10,9,2,9,0,0,0,1,54,1,0,1,1,0,0
3,4,1,8,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,4,1,2,0,2,0,0,0,1,21,1,0,1,1,0,0
18,26,1,70,0,0.0,0.0,26,0,24,2,0,0,24,0,0,0,31,8,0,31,0,0,31,0,68,335,0,0,0,0,6,43,92,41,26,41,0,0,0,11,205,1,0,1,1,0,1
14,25,1,42,0,0.0,0.0,22,1,18,4,0,0,18,0,0,0,16,8,1,15,0,0,14,0,31,216,2,0,3,0,0,95,0,100,8,99,1,0,0,13,146,1,0,1,0,0,0
11,4,1,19,0,0.0,0.0,4,0,2,2,0,0,2,0,0,0,9,6,0,9,0,0,9,0,8,46,0,0,0,0,0,12,0,16,0,16,0,0,0,0,66,1,0,0,0,0,0
7,4,1,15,0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,8,4,0,8,0,0,8,0,0,39,0,0,0,0,0,2,4,8,0,8,0,0,0,2,56,1,0,0,1,0,0
49,42,1,94,0,0.0,0.0,27,1,22,5,0,0,22,0,0,0,24,12,2,22,0,0,16,0,36,263,3,0,0,2,0,49,17,56,2,57,2,0,1,0,180,1,0,1,0,1,0
18,23,1,17,0,0.0,0.0,12,0,11,1,0,0,11,0,0,0,3,0,0,3,0,0,1,0,30,165,1,11,0,0,0,9,133,73,10,65,1,0,0,0,68,1,0,1,1,1,0
24,13,1,25,0,0.0,0.0,13,0,13,0,0,0,13,0,0,0,3,0,0,3,0,0,0,0,9,74,0,0,0,0,7,8,5,16,0,17,0,0,0,5,70,1,0,1,0,0,0
21,8,1,28,0,0.0,0.0,8,0,7,1,0,0,7,0,0,0,8,0,0,8,0,0,5,0,10,73,0,0,0,0,0,3,32,10,0,11,0,0,0,0,47,1,0,0,0,0,0
21,14,1,25,0,0.0,0.0,14,0,14,0,0,0,14,0,0,0,3,0,0,3,0,0,0,0,4,86,0,0,0,0,8,12,0,16,0,18,0,0,0,5,66,1,0,1,1,0,0
9,5,1,19,0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,2,33,0,0,0,0,0,6,1,1,0,2,0,0,0,0,31,1,0,1,0,0,0
15,9,1,33,0,0.0,0.0,9,0,9,0,0,0,9,0,0,0,4,0,0,4,0,0,0,0,55,80,0,0,0,0,0,66,91,8,0,11,0,0,0,0,37,1,0,1,1,0,0
23,12,1,23,4,0.0,0.0,12,0,12,0,0,0,12,0,0,0,3,0,0,3,0,0,0,0,4,75,0,0,0,0,6,10,2,18,0,20,0,0,0,5,68,1,0,1,0,0,0
8,4,1,16,0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,2,2,0,2,0,0,2,0,4,26,0,0,0,0,0,2,1,10,0,10,0,0,0,2,36,1,0,1,0,0,0
14,3,2,10,3,0.0,0.0,3,0,1,0,0,2,3,0,0,0,1,1,0,1,0,0,1,0,5,18,2,0,0,1,0,7,15,2,1,2,1,0,0,0,42,1,0,1,1,0,0
11,6,1,22,0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,3,53,0,0,0,0,0,33,20,15,3,15,0,0,0,0,56,1,0,1,1,0,0
13,7,1,21,0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,2,0,0,2,0,0,1,0,19,36,0,1,0,0,0,13,6,9,1,9,1,0,0,1,44,1,0,1,1,0,0
14,4,2,13,6,0.0,0.0,4,0,2,0,0,2,4,0,0,0,1,1,0,1,0,0,1,0,7,29,2,0,0,1,0,15,35,3,1,3,1,0,0,0,46,1,0,1,1,0,0
20,17,2,37,21,0.0,0.0,7,0,3,3,0,1,4,0,0,0,1,0,0,1,0,0,1,0,7,313,1,0,8,15,0,99,142,61,12,50,2,0,0,0,86,1,0,1,1,1,1
18,26,1,34,86,0.0,0.0,21,0,20,1,0,0,20,0,0,0,10,0,0,10,0,0,9,0,64,108,1,1,0,0,0,15,110,36,0,36,1,0,0,0,91,1,0,1,1,0,0
50,33,1,84,0,0.0,0.0,23,0,20,3,0,0,20,0,0,0,7,0,0,7,0,0,1,0,56,204,1,9,0,0,0,52,33,37,2,37,2,0,0,8,128,1,0,1,0,1,0
6,2,1,10,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,3,15,0,0,0,0,0,2,11,7,0,7,0,0,0,0,31,1,0,1,0,0,0
16,28,1,31,0,0.0,0.0,23,0,21,2,0,0,21,0,0,0,8,4,0,8,0,0,5,0,3,238,1,5,0,0,4,23,196,49,38,46,1,0,0,0,124,1,0,1,1,1,0
13,9,1,18,0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,6,1,0,6,0,0,4,0,10,63,0,2,0,0,0,10,0,14,0,14,1,3,0,1,57,1,0,1,1,1,0
11,6,1,22,0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,3,53,0,0,0,0,0,33,20,15,3,15,0,0,0,0,55,1,0,1,1,0,0
25,20,1,59,0,0.0,0.0,13,1,12,1,0,0,12,0,0,0,1,0,0,1,0,0,1,0,41,103,0,7,0,0,0,27,16,24,0,24,1,0,0,1,59,1,0,1,1,1,0
18,29,1,44,29,0.0,0.0,22,0,22,0,0,0,22,0,0,0,10,0,0,10,0,0,10,0,67,120,0,2,0,0,0,9,162,41,9,41,1,0,0,0,88,1,0,1,1,1,0
25,20,1,40,0,0.0,0.0,19,0,18,1,0,0,18,0,0,0,7,0,0,7,0,0,7,0,13,129,1,1,0,0,0,7,24,19,0,19,1,0,0,0,78,1,0,1,1,1,0
23,16,1,42,0,0.0,0.0,16,0,15,1,0,0,15,0,0,0,8,0,0,8,0,0,5,0,11,120,0,0,0,0,0,1,23,8,0,10,0,0,0,0,47,1,0,0,0,0,0
44,60,1,104,0,0.0,0.0,46,1,42,4,0,0,42,0,0,0,27,16,2,25,0,0,19,0,36,318,3,0,0,0,1,48,56,59,2,61,1,0,1,20,154,1,0,1,1,1,0
