file,TestFileName,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,App,ProductionFileName,Assertion Roulette,Eager Test,Mystery Guest,Sleepy Test,Unknown Test,Redundant Assertion,Dependent Test,Magic Number Test,Conditional Test Logic,EmptyTest,General Fixture,IgnoredTest,Sensitive Equality,Verbose Test,Default Test,Resource Optimism,Duplicate Assert,Exception Catching Throwing,Constructor Initialization,Print Statement,Lazy Test
/home/luana-martins/.jnose_projects/fresco/fbcore/src/test/java/com/facebook/datasource/FirstAvailableDataSourceSupplierTest.java,FirstAvailableDataSourceSupplierTest,9,12,2,13,66,0.0,0.0,12,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,33,234,0,0,0,0,0,0,0,54,0,53,0,0,0,0,74,1,0,fresco,/home/luana-martins/.jnose_projects/fresco/fbcore/src/main/java/com/facebook/datasource/FirstAvailableDataSourceSupplier.java,0,7,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3
/home/luana-martins/.jnose_projects/fresco/fbcore/src/test/java/com/facebook/datasource/IncreasingQualityDataSourceSupplierTest.java,IncreasingQualityDataSourceSupplierTest,9,15,2,18,105,0.0,0.0,15,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,42,330,0,0,0,0,0,0,0,85,0,84,0,0,0,0,113,1,0,fresco,/home/luana-martins/.jnose_projects/fresco/fbcore/src/main/java/com/facebook/datasource/IncreasingQualityDataSourceSupplier.java,0,12,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3
/home/luana-martins/.jnose_projects/fresco/fbcore/src/test/java/com/facebook/datasource/DataSourcesTest.java,DataSourcesTest,13,7,1,28,0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,6,0,1,5,0,0,2,0,5,94,0,0,0,1,0,8,7,11,0,11,1,4,0,0,53,1,0,fresco,/home/luana-martins/.jnose_projects/fresco/fbcore/src/main/java/com/facebook/datasource/DataSources.java,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1
/home/luana-martins/.jnose_projects/fresco/fbcore/src/test/java/com/facebook/widget/text/span/BetterImageSpanTest.java,BetterImageSpanTest,11,5,1,10,0,0.0,0.0,5,1,5,0,0,0,5,0,0,0,15,0,0,15,0,0,2,0,1,55,1,0,0,0,0,10,61,22,4,18,0,0,0,0,53,1,0,fresco,/home/luana-martins/.jnose_projects/fresco/fbcore/src/main/java/com/facebook/widget/text/span/BetterImageSpan.java,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
/home/luana-martins/.jnose_projects/fresco/fbcore/src/test/java/com/facebook/common/media/MediaUtilsTest.java,MediaUtilsTest,5,12,1,12,66,0.0,0.0,12,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,44,0,0,0,0,0,14,0,5,0,5,0,0,0,0,34,1,0,fresco,/home/luana-martins/.jnose_projects/fresco/fbcore/src/main/java/com/facebook/common/media/MediaUtils.java,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
/home/luana-martins/.jnose_projects/fresco/fbcore/src/test/java/com/facebook/common/statfs/StatFsHelperTest.java,StatFsHelperTest,13,10,1,23,0,0.0,0.0,10,0,8,2,0,0,8,0,0,0,11,6,1,10,0,0,6,0,4,126,0,0,0,0,0,3,12,34,9,25,0,0,0,0,67,1,0,fresco,/home/luana-martins/.jnose_projects/fresco/fbcore/src/main/java/com/facebook/common/statfs/StatFsHelper.java,16,7,0,0,0,0,0,7,0,0,4,7,0,1,0,0,2,0,0,0,3
/home/luana-martins/.jnose_projects/fresco/fbcore/src/test/java/com/facebook/common/references/SharedReferenceTest.java,SharedReferenceTest,7,5,2,16,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,1,0,0,0,1,0,5,80,0,0,0,2,0,7,5,8,0,8,1,1,2,0,39,1,0,fresco,/home/luana-martins/.jnose_projects/fresco/fbcore/src/main/java/com/facebook/common/references/SharedReference.java,17,2,0,0,1,0,0,4,0,0,0,0,0,1,0,0,5,2,0,0,6
/home/luana-martins/.jnose_projects/fresco/fbcore/src/test/java/com/facebook/common/references/CloseableReferenceTest.java,CloseableReferenceTest,6,5,1,10,0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,1,27,0,0,0,0,0,0,5,4,0,4,0,0,0,0,20,1,0,fresco,/home/luana-martins/.jnose_projects/fresco/fbcore/src/main/java/com/facebook/common/references/CloseableReference.java,6,3,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,3
/home/luana-martins/.jnose_projects/fresco/fbcore/src/test/java/com/facebook/common/streams/LimitedInputStreamTest.java,LimitedInputStreamTest,6,15,1,16,0,0.0,0.0,13,0,13,0,0,0,13,0,0,0,8,3,0,8,0,0,3,0,13,98,0,2,1,0,1,0,33,15,19,15,1,0,0,0,63,1,0,fresco,/home/luana-martins/.jnose_projects/fresco/fbcore/src/main/java/com/facebook/common/streams/LimitedInputStream.java,28,8,0,0,0,0,0,14,2,0,4,0,0,0,0,0,1,0,0,0,5
/home/luana-martins/.jnose_projects/fresco/fbcore/src/test/java/com/facebook/common/streams/TailAppendingInputStreamTest.java,TailAppendingInputStreamTest,7,15,1,13,0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,8,4,0,8,0,0,4,0,18,81,0,8,0,0,3,0,58,12,10,12,1,0,0,0,53,1,0,fresco,/home/luana-martins/.jnose_projects/fresco/fbcore/src/main/java/com/facebook/common/streams/TailAppendingInputStream.java,23,1,0,0,0,0,0,21,8,0,3,0,0,1,0,0,3,0,0,0,1
