file,TestFileName,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,App,ProductionFileName,Assertion Roulette,Eager Test,Mystery Guest,Sleepy Test,Unknown Test,Redundant Assertion,Dependent Test,Magic Number Test,Conditional Test Logic,EmptyTest,General Fixture,IgnoredTest,Sensitive Equality,Verbose Test,Default Test,Resource Optimism,Duplicate Assert,Exception Catching Throwing,Constructor Initialization,Print Statement,Lazy Test
/home/luana-martins/.jnose_projects/apollo/apollo-client/src/test/java/com/ctrip/framework/apollo/ConfigServiceTest.java,ConfigServiceTest,14,6,3,15,15,0.0,0.0,6,0,6,0,0,0,6,0,0,0,1,1,0,1,0,0,0,0,12,101,0,0,0,0,0,14,0,13,4,13,0,0,4,0,27,1,0,apollo,/home/luana-martins/.jnose_projects/apollo/apollo-configservice/src/main/java/com/ctrip/framework/apollo/configservice/service/config/ConfigService.java,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
/home/luana-martins/.jnose_projects/apollo/apollo-client/src/test/java/com/ctrip/framework/apollo/ConfigServiceTest.java,ConfigServiceTest,14,6,3,15,15,0.0,0.0,6,0,6,0,0,0,6,0,0,0,1,1,0,1,0,0,0,0,12,101,0,0,0,0,0,14,0,13,4,13,0,0,4,0,27,1,0,apollo,/home/luana-martins/.jnose_projects/apollo/apollo-configservice/src/main/java/com/ctrip/framework/apollo/configservice/service/config/ConfigService.java,28,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,1,0,0,0
/home/luana-martins/.jnose_projects/apollo/apollo-portal/src/test/java/com/ctrip/framework/apollo/portal/service/ConfigServiceTest.java,ConfigServiceTest,21,8,2,56,9,0.0,0.0,7,0,4,3,0,0,4,0,0,0,6,0,0,6,0,0,0,0,10,134,3,0,0,1,0,62,31,52,0,58,1,0,0,0,80,1,0,apollo,/home/luana-martins/.jnose_projects/apollo/apollo-configservice/src/main/java/com/ctrip/framework/apollo/configservice/service/config/ConfigService.java,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
/home/luana-martins/.jnose_projects/apollo/apollo-portal/src/test/java/com/ctrip/framework/apollo/portal/service/ConfigServiceTest.java,ConfigServiceTest,21,8,2,56,9,0.0,0.0,7,0,4,3,0,0,4,0,0,0,6,0,0,6,0,0,0,0,10,134,3,0,0,1,0,62,31,52,0,58,1,0,0,0,80,1,0,apollo,/home/luana-martins/.jnose_projects/apollo/apollo-configservice/src/main/java/com/ctrip/framework/apollo/configservice/service/config/ConfigService.java,28,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,1,0,0,0
/home/luana-martins/.jnose_projects/apollo/apollo-client/src/test/java/com/ctrip/framework/apollo/internals/PropertiesCompatibleFileConfigRepositoryTest.java,PropertiesCompatibleFileConfigRepositoryTest,12,7,1,17,0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,55,0,0,0,1,0,2,2,14,0,15,1,0,0,0,42,1,0,apollo,/home/luana-martins/.jnose_projects/apollo/apollo-client/src/main/java/com/ctrip/framework/apollo/internals/PropertiesCompatibleFileConfigRepository.java,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
/home/luana-martins/.jnose_projects/apollo/apollo-client/src/test/java/com/ctrip/framework/apollo/internals/ConfigServiceLocatorTest.java,ConfigServiceLocatorTest,4,2,1,8,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,5,3,4,1,4,0,0,0,0,20,1,0,apollo,/home/luana-martins/.jnose_projects/apollo/apollo-client/src/main/java/com/ctrip/framework/apollo/internals/ConfigServiceLocator.java,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/luana-martins/.jnose_projects/apollo/apollo-client/src/test/java/com/ctrip/framework/apollo/internals/DefaultConfigManagerTest.java,DefaultConfigManagerTest,11,6,1,10,0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,2,1,0,2,0,0,0,0,3,80,0,0,0,0,0,11,0,17,2,17,0,0,1,0,40,1,0,apollo,/home/luana-martins/.jnose_projects/apollo/apollo-client/src/main/java/com/ctrip/framework/apollo/internals/DefaultConfigManager.java,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
/home/luana-martins/.jnose_projects/apollo/apollo-client/src/test/java/com/ctrip/framework/apollo/internals/RemoteConfigLongPollServiceTest.java,RemoteConfigLongPollServiceTest,21,10,2,39,0,0.0,0.0,10,0,10,0,0,0,10,0,0,0,9,4,0,9,0,0,0,0,4,375,0,0,0,0,0,41,33,84,6,86,0,13,1,0,84,1,0,apollo,/home/luana-martins/.jnose_projects/apollo/apollo-client/src/main/java/com/ctrip/framework/apollo/internals/RemoteConfigLongPollService.java,20,1,0,0,3,0,0,5,0,0,4,0,0,6,0,0,1,0,0,0,2
/home/luana-martins/.jnose_projects/apollo/apollo-client/src/test/java/com/ctrip/framework/apollo/internals/DefaultMetaServerProviderTest.java,DefaultMetaServerProviderTest,4,2,1,4,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,3,0,3,1,3,0,0,0,0,18,1,0,apollo,/home/luana-martins/.jnose_projects/apollo/apollo-client/src/main/java/com/ctrip/framework/apollo/internals/DefaultMetaServerProvider.java,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/luana-martins/.jnose_projects/apollo/apollo-client/src/test/java/com/ctrip/framework/apollo/internals/SimpleConfigTest.java,SimpleConfigTest,18,5,1,30,0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,4,0,0,4,0,0,0,0,3,84,0,0,0,0,0,12,2,27,1,28,0,2,0,0,41,1,0,apollo,/home/luana-martins/.jnose_projects/apollo/apollo-client/src/main/java/com/ctrip/framework/apollo/internals/SimpleConfig.java,17,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3
