App,TestFileName,ProductionFileName,LOC,numberMethods,Assertion Roulette,Eager Test,Mystery Guest,Sleepy Test,Unknown Test,Redundant Assertion,Dependent Test,Magic Number Test,Conditional Test Logic,EmptyTest,General Fixture,IgnoredTest,Sensitive Equality,Verbose Test,Default Test,Resource Optimism,Duplicate Assert,Exception Catching Throwing,Constructor Initialization,Print Statement,Lazy Test
ExoPlayer,LeastRecentlyUsedCacheEvictorTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/upstream/cache/LeastRecentlyUsedCacheEvictor.java,42,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExoPlayer,CacheDataSourceTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/upstream/cache/CacheDataSource.java,637,54,15,6,0,0,1,0,0,0,4,0,12,0,0,4,0,0,0,3,0,0,4
ExoPlayer,CacheKeyFactoryTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/upstream/cache/CacheKeyFactory.java,45,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExoPlayer,SimpleCacheTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/upstream/cache/SimpleCache.java,734,47,113,30,2,0,0,0,0,8,0,0,1,0,0,0,0,3,1,0,0,0,14
ExoPlayer,CacheWriterTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/upstream/cache/CacheWriter.java,275,12,1,7,0,0,0,6,0,10,0,0,1,0,0,2,0,0,0,0,0,0,4
ExoPlayer,DefaultContentMetadataTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/upstream/cache/DefaultContentMetadata.java,177,19,17,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4
ExoPlayer,CachedRegionTrackerTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/upstream/cache/CachedRegionTracker.java,150,18,13,5,0,0,0,0,0,13,0,0,2,0,0,0,0,0,0,0,0,0,2
ExoPlayer,CacheDataSourceTest2,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/upstream/cache/CacheDataSource.java,193,20,1,1,0,0,2,0,0,1,2,0,0,2,0,0,0,0,1,0,0,0,0
ExoPlayer,CachedContentIndexTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/upstream/cache/CachedContentIndex.java,347,19,41,8,5,0,0,3,0,1,1,0,1,0,0,2,0,4,5,2,0,0,7
ExoPlayer,AesFlushingCipherTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/upstream/crypto/AesFlushingCipher.java,200,16,10,1,0,0,0,0,0,2,6,0,0,0,0,1,0,0,1,0,0,0,1
ExoPlayer,ByteArrayDataSourceTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/upstream/ByteArrayDataSource.java,163,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExoPlayer,DataSchemeDataSourceTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/upstream/DataSchemeDataSource.java,183,15,15,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,5,0,0,1
ExoPlayer,ActionFileUpgradeUtilTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/offline/ActionFileUpgradeUtil.java,308,14,14,0,4,0,0,0,0,0,0,0,2,0,0,6,0,0,0,4,0,0,1
ExoPlayer,DefaultDownloaderFactoryTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/offline/DefaultDownloaderFactory.java,48,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExoPlayer,ProgressiveDownloaderTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/offline/ProgressiveDownloader.java,104,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
ExoPlayer,ActionFileTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/offline/ActionFile.java,133,13,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3,0,0,1
ExoPlayer,DefaultDownloadIndexTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/offline/DefaultDownloadIndex.java,404,26,14,15,3,0,1,0,0,0,0,0,1,0,0,1,0,1,2,3,0,0,6
ExoPlayer,DownloadHelperTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/offline/DownloadHelper.java,519,33,50,7,0,0,0,0,0,22,0,0,0,0,0,4,0,0,0,0,0,0,8
ExoPlayer,DownloadManagerTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/offline/DownloadManager.java,1004,67,18,0,0,0,0,0,0,65,6,0,1,0,0,3,0,0,5,0,0,0,3
ExoPlayer,DownloadRequestTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/offline/DownloadRequest.java,199,13,15,3,0,0,0,0,0,0,0,0,2,0,0,2,0,0,6,1,0,0,5
ExoPlayer,MediaCodecVideoRendererTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/video/MediaCodecVideoRenderer.java,499,16,1,0,0,0,8,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0
ExoPlayer,FixedFrameRateEstimatorTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/video/FixedFrameRateEstimator.java,208,6,32,5,0,0,0,0,0,0,8,0,0,0,0,2,0,0,10,0,0,0,4
ExoPlayer,ProjectionDecoderTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/video/spherical/ProjectionDecoder.java,93,12,10,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ExoPlayer,FrameRotationQueueTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/video/spherical/FrameRotationQueue.java,133,15,4,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1
ExoPlayer,ProjectionTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/video/spherical/Projection.java,93,9,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ExoPlayer,DecoderVideoRendererTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/video/DecoderVideoRenderer.java,383,11,0,1,0,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1
ExoPlayer,SsMediaPeriodTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/smoothstreaming/src/main/java/com/google/android/exoplayer2/source/smoothstreaming/SsMediaPeriod.java,107,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ExoPlayer,SsManifestTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/smoothstreaming/src/main/java/com/google/android/exoplayer2/source/smoothstreaming/manifest/SsManifest.java,123,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ExoPlayer,SsManifestParserTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/smoothstreaming/src/main/java/com/google/android/exoplayer2/source/smoothstreaming/manifest/SsManifestParser.java,44,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExoPlayer,DefaultMediaSourceFactoryTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/source/DefaultMediaSourceFactory.java,112,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ExoPlayer,SsDownloaderTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/smoothstreaming/src/main/java/com/google/android/exoplayer2/source/smoothstreaming/offline/SsDownloader.java,59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExoPlayer,DownloadHelperTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/offline/DownloadHelper.java,46,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExoPlayer,SsMediaSourceTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/smoothstreaming/src/main/java/com/google/android/exoplayer2/source/smoothstreaming/SsMediaSource.java,138,6,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ExoPlayer,SegmentSpeedProviderTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/transformer/src/main/java/com/google/android/exoplayer2/transformer/SegmentSpeedProvider.java,85,4,13,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
ExoPlayer,SefSlowMotionVideoSampleTransformerTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/transformer/src/main/java/com/google/android/exoplayer2/transformer/SefSlowMotionVideoSampleTransformer.java,301,12,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1
ExoPlayer,TransformerTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/transformer/src/main/java/com/google/android/exoplayer2/transformer/Transformer.java,588,42,14,21,0,0,1,0,0,1,1,0,2,0,0,4,0,0,1,4,0,0,10
ExoPlayer,Aes128DataSourceTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/hls/src/main/java/com/google/android/exoplayer2/source/hls/Aes128DataSource.java,127,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,6
ExoPlayer,DefaultHlsExtractorFactoryTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/hls/src/main/java/com/google/android/exoplayer2/source/hls/DefaultHlsExtractorFactory.java,250,16,9,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
ExoPlayer,HlsMediaPeriodTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/hls/src/main/java/com/google/android/exoplayer2/source/hls/HlsMediaPeriod.java,173,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ExoPlayer,WebvttExtractorTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/hls/src/main/java/com/google/android/exoplayer2/source/hls/WebvttExtractor.java,101,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExoPlayer,HlsMediaSourceTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/hls/src/main/java/com/google/android/exoplayer2/source/hls/HlsMediaSource.java,550,18,34,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5
ExoPlayer,FullSegmentEncryptionKeyCacheTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/hls/src/main/java/com/google/android/exoplayer2/source/hls/FullSegmentEncryptionKeyCache.java,122,11,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
ExoPlayer,DefaultMediaSourceFactoryTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/source/DefaultMediaSourceFactory.java,101,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ExoPlayer,HlsDownloaderTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/hls/src/main/java/com/google/android/exoplayer2/source/hls/offline/HlsDownloader.java,252,17,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,2
ExoPlayer,DownloadHelperTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/offline/DownloadHelper.java,52,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExoPlayer,DefaultHlsPlaylistTrackerTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/hls/src/main/java/com/google/android/exoplayer2/source/hls/playlist/DefaultHlsPlaylistTracker.java,450,40,46,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0
ExoPlayer,HlsTrackMetadataEntryTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/hls/src/main/java/com/google/android/exoplayer2/source/hls/HlsTrackMetadataEntry.java,50,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExoPlayer,MetadataTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/metadata/Metadata.java,45,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExoPlayer,PictureFrameTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/metadata/flac/PictureFrame.java,42,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExoPlayer,VorbisCommentTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/metadata/flac/VorbisComment.java,42,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExoPlayer,ChapterFrameTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/metadata/id3/ChapterFrame.java,47,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExoPlayer,ChapterTocFrameTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/metadata/id3/ChapterTocFrame.java,49,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExoPlayer,MlltFrameTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/metadata/id3/MlltFrame.java,49,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExoPlayer,Id3DecoderTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/metadata/id3/Id3Decoder.java,342,19,65,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,0,0,0,4
ExoPlayer,MotionPhotoMetadataTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/metadata/mp4/MotionPhotoMetadata.java,51,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExoPlayer,SmtaMetadataEntryTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/metadata/mp4/SmtaMetadataEntry.java,44,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExoPlayer,MdtaMetadataEntryTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/metadata/mp4/MdtaMetadataEntry.java,44,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExoPlayer,EventMessageTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/metadata/emsg/EventMessage.java,43,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExoPlayer,EventMessageDecoderTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/metadata/emsg/EventMessageDecoder.java,106,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ExoPlayer,EventMessageEncoderTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/metadata/emsg/EventMessageEncoder.java,103,7,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
ExoPlayer,SimpleMetadataDecoderTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/metadata/SimpleMetadataDecoder.java,112,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ExoPlayer,CTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/C.java,48,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExoPlayer,Ac3UtilTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/audio/Ac3Util.java,46,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ExoPlayer,OpusUtilTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/audio/OpusUtil.java,104,19,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2
ExoPlayer,DrmInitDataTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/drm/DrmInitData.java,142,12,24,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0,1
ExoPlayer,MediaMetadataTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/MediaMetadata.java,43,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ExoPlayer,ParsableBitArrayTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/util/ParsableBitArray.java,384,29,55,28,0,0,0,0,0,13,1,0,0,0,0,1,0,0,4,0,0,0,12
ExoPlayer,CopyOnWriteMultisetTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/util/CopyOnWriteMultiset.java,110,6,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ExoPlayer,UtilTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/util/Util.java,1200,107,221,13,2,0,0,1,0,6,1,0,0,0,3,1,0,0,17,0,0,0,14
ExoPlayer,ConditionVariableTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/util/ConditionVariable.java,176,8,18,5,0,5,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,3
ExoPlayer,ListenerSetTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/util/ListenerSet.java,431,18,0,13,0,0,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,15
ExoPlayer,FileTypesTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/util/FileTypes.java,97,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ExoPlayer,NalUnitUtilTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/util/NalUnitUtil.java,222,16,28,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1
ExoPlayer,ParsableNalUnitBitArrayTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/util/ParsableNalUnitBitArray.java,133,11,38,7,0,0,0,0,0,25,0,0,0,0,0,0,0,0,6,2,0,0,6
ExoPlayer,MimeTypesTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/util/MimeTypes.java,252,10,124,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,1
ExoPlayer,CodecSpecificDataUtilTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/util/CodecSpecificDataUtil.java,48,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExoPlayer,ParsableByteArrayTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/util/ParsableByteArray.java,605,44,136,36,0,0,4,0,0,8,0,0,0,6,0,1,0,0,36,7,0,0,16
ExoPlayer,CryptoInfoTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/decoder/CryptoInfo.java,68,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ExoPlayer,DecoderInputBufferTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/decoder/DecoderInputBuffer.java,87,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
ExoPlayer,FormatTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/Format.java,134,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ExoPlayer,MediaItemTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/MediaItem.java,396,32,42,25,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,28
ExoPlayer,BaseDataSourceTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/upstream/BaseDataSource.java,170,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ExoPlayer,DefaultHttpDataSourceTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/upstream/DefaultHttpDataSource.java,146,3,10,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
ExoPlayer,DataSpecTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/upstream/DataSpec.java,366,16,43,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,13
ExoPlayer,DataSourceExceptionTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/upstream/DataSourceException.java,56,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ExoPlayer,StreamKeyTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/offline/StreamKey.java,41,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExoPlayer,HevcConfigTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/common/src/main/java/com/google/android/exoplayer2/video/HevcConfig.java,173,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExoPlayer,DashMediaSourceTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/dash/src/main/java/com/google/android/exoplayer2/source/dash/DashMediaSource.java,525,33,58,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7
ExoPlayer,DashManifestParserTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/dash/src/main/java/com/google/android/exoplayer2/source/dash/manifest/DashManifestParser.java,667,43,128,21,0,0,1,0,0,0,3,0,0,0,0,5,0,0,7,0,0,0,4
ExoPlayer,SegmentBaseTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/dash/src/main/java/com/google/android/exoplayer2/source/dash/manifest/SegmentBase.java,185,3,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ExoPlayer,UrlTemplateTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/dash/src/main/java/com/google/android/exoplayer2/source/dash/manifest/UrlTemplate.java,73,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
ExoPlayer,DashManifestTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/dash/src/main/java/com/google/android/exoplayer2/source/dash/manifest/DashManifest.java,266,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
ExoPlayer,RangedUriTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/dash/src/main/java/com/google/android/exoplayer2/source/dash/manifest/RangedUri.java,93,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ExoPlayer,DefaultDashChunkSourceTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/dash/src/main/java/com/google/android/exoplayer2/source/dash/DefaultDashChunkSource.java,130,4,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2
ExoPlayer,DashUtilTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/dash/src/main/java/com/google/android/exoplayer2/source/dash/DashUtil.java,96,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ExoPlayer,DefaultMediaSourceFactoryTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/source/DefaultMediaSourceFactory.java,101,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ExoPlayer,DashDownloaderTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/dash/src/main/java/com/google/android/exoplayer2/source/dash/offline/DashDownloader.java,367,20,22,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,3,0,0,4
ExoPlayer,DownloadHelperTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/core/src/main/java/com/google/android/exoplayer2/offline/DownloadHelper.java,47,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExoPlayer,DashMediaPeriodTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/dash/src/main/java/com/google/android/exoplayer2/source/dash/DashMediaPeriod.java,222,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExoPlayer,EventSampleStreamTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/dash/src/main/java/com/google/android/exoplayer2/source/dash/EventSampleStream.java,357,24,22,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
ExoPlayer,RawCcExtractorTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/extractor/src/main/java/com/google/android/exoplayer2/extractor/rawcc/RawCcExtractor.java,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExoPlayer,Mp3ExtractorTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/extractor/src/main/java/com/google/android/exoplayer2/extractor/mp3/Mp3Extractor.java,87,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ExoPlayer,XingSeekerTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/extractor/src/main/java/com/google/android/exoplayer2/extractor/mp3/XingSeeker.java,129,16,16,1,0,0,0,0,0,2,1,0,2,0,0,0,0,0,2,0,0,0,2
ExoPlayer,IndexSeekerTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/extractor/src/main/java/com/google/android/exoplayer2/extractor/mp3/IndexSeeker.java,198,16,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ExoPlayer,ConstantBitrateSeekerTest,/home/luana-martins/.jnose_projects/ExoPlayer/library/extractor/src/main/java/com/google/android/exoplayer2/extractor/mp3/ConstantBitrateSeeker.java,211,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
